relation_id,locale,note
modern-density-zhangshiying-cheng-interconnection-hermeneutics,zh-CN,张世英从差异与相通说明主体间理解，成中英则把诠释活动与本体、道德统一；两者都把理解看作参与存在关系，而非外在复制。
modern-density-zhangtaiyan-kang-revolution-refutation,en,"Zhang's essay directly refutes Kang's case against revolution, rejecting unclear public principle and surviving custom as reasons to postpone revolutionary action."
modern-density-zhangtaiyan-kang-revolution-refutation,zh-CN,章太炎此文就是对康有为反革命论证的直接驳斥；它反对以公理未明、旧俗未去为推迟革命的理由。
modern-density-zhao-bai-world-regime-scale,en,"Zhao takes the world as political unit, whereas Bai designs a state-level hybrid of democracy, rights, and meritocracy; their institutional scales and legitimacy problems differ."
modern-density-zhao-bai-world-regime-scale,zh-CN,赵汀阳把世界整体设为政治单位，白彤东则在国家政体层面组合民主、权利与贤能政治；两者的制度设计尺度和正当性问题不同。
modern-rel-fengqi-zhangdainian-knowledge-synthesis,en,"Feng's broad epistemology connects knowledge and wisdom, while Zhang's creative synthesis connects traditions; both resist rigid compartmentalization."
modern-rel-fengqi-zhangdainian-knowledge-synthesis,zh-CN,冯契以广义认识论贯通知识与智慧，张岱年以综合创新贯通多种思想资源，均拒绝学科和传统之间的僵硬割裂。
modern-rel-fengyoulan-zhangdainian-synthesis,en,"Feng reconstructs principle-learning through logical analysis, while Zhang uses creative synthesis; both modernize tradition through different forms of system-building."
modern-rel-fengyoulan-zhangdainian-synthesis,zh-CN,冯友兰以逻辑分析重构理学，张岱年以综合创新重构多种资源；两者都是传统概念现代系统化的不同方案。
modern-rel-hu-zhang-science-life-debate,en,"In the 1923 debate, Hu joined Ding Wenjiang's scientific camp against Zhang's use of intuition and free will to limit scientific method."
modern-rel-hu-zhang-science-life-debate,zh-CN,1923年科玄论战中，胡适属于丁文江的科学派阵营，反对张君劢以直觉和自由意志限制科学方法。
modern-rel-liangqichao-zhangjunmai-science-limits,en,Liang was Zhang's mentor and supported limits on scientific omnipotence while criticizing Zhang for overstating intuition and free will.
modern-rel-liangqichao-zhangjunmai-science-limits,zh-CN,梁启超是张君劢的导师，并在科玄论战中支持科学知识并非万能，但同时批评张氏夸大直觉与自由意志。
modern-rel-liangshuming-zhangjunmai-debate-camp,en,Liang Shuming sided with Zhang in the debate; both denied that one scientific method exhausts questions of life and culture.
modern-rel-liangshuming-zhangjunmai-debate-camp,zh-CN,科玄论战中梁漱溟站在张君劢一边，二者都拒绝以单一科学方法穷尽人生与文化问题。
modern-rel-mao-ai-dialectics-popularization,en,"Both turn dialectics from abstract dogma toward a method usable in concrete experience; this marks conceptual complementarity, not a claim of one-way influence."
modern-rel-mao-ai-dialectics-popularization,zh-CN,两条观点都把辩证法从抽象教条转向可处理具体经验的方法；本关系仅标概念互补，不声称单向影响。
modern-rel-mao-li-zehou-practice-sedimentation,en,"Li's sedimentation extends practice-shaped subjectivity into aesthetics, embodiment, and cultural history without reducing his theory to Mao's philosophy."
modern-rel-mao-li-zehou-practice-sedimentation,zh-CN,李泽厚的积淀说把实践塑造主体的命题扩展到审美心理、身体与文化历史；这里不主张其理论可还原为毛泽东哲学。
modern-rel-mou-xu-transcendental-disagreement,en,"Both affirm direct moral response, but Mou locates it in a transcendent true self while Xu's embodied learning rejects a two-tier metaphysics."
modern-rel-mou-xu-transcendental-disagreement,zh-CN,两者都肯定直接道德反应；牟宗三把它归于超越真我，徐复观则以“形而中学”拒绝双层自我形上学。
modern-rel-sun-jiangqing-legitimacy-contrast,en,"Sun centers legitimacy on popular sovereignty, whereas Jiang posits legitimacy of heaven, earth, and humanity rather than democratic authorization alone."
modern-rel-sun-jiangqing-legitimacy-contrast,zh-CN,孙中山把民众主权置于政治正当性的中心，蒋庆则主张天、地、人三重正当性，反对把民主授权作为唯一来源。
modern-rel-tang-xu-moral-knowledge-distinction,en,Both distinguish external empirical knowledge from direct moral knowing and deny that scientific information alone generates moral response.
modern-rel-tang-xu-moral-knowledge-distinction,zh-CN,两者都区分外在经验知识与直接道德认识，并认为科学知识不能自行生成道德反应。
modern-rel-wangruoshui-mao-socialist-critique,en,"From within Marxism, Wang used alienation and humanism to criticize socialist practice, creating tension with Mao-era orthodoxy without implying a direct exchange."
modern-rel-wangruoshui-mao-socialist-critique,zh-CN,王若水从马克思主义内部以异化和人道主义反思社会主义实践，与毛泽东时期形成的正统哲学框架保持批判张力；不把它写成二人直接交锋。
modern-rel-xiong-li-zehou-inward-historical-subject,en,"Xiong realizes fundamental reality inwardly, whereas Li explains psychic structures through historical practice and sedimentation: two different genealogies of subjectivity."
modern-rel-xiong-li-zehou-inward-historical-subject,zh-CN,熊十力从本心内部自证根本真实，李泽厚则以历史实践和文化积淀说明心理结构，构成两种不同的主体发生论。
modern-rel-xiong-mou-internal-moral-knowing,en,"Mou acknowledged Xiong as his teacher and reworked Xiong's inward non-conceptual knowing into an account of true self, free will, and moral feeling."
modern-rel-xiong-mou-internal-moral-knowing,zh-CN,牟宗三承认熊十力为师，并把熊氏的内在非概念认识改造为对真我、自由意志与道德情感的论证。
modern-rel-xiong-tang-inward-affective-knowing,en,"Tang was not a straightforward disciple, yet his non-objectifying moral cognition and affective connection continue a problem-space opened by Xiong."
modern-rel-xiong-tang-inward-affective-knowing,zh-CN,唐君毅不是熊十力思想的简单继承者，但其非对象化道德认识与感通论延续了熊氏开启的问题方向。
modern-rel-xiong-xu-embodied-recognition,en,"Xu adopted Xiong's term embodied recognition for direct moral awareness while rejecting the transcendent-self metaphysics of Xiong, Mou, and Tang."
modern-rel-xiong-xu-embodied-recognition,zh-CN,徐复观沿用熊十力所使用的“体认”来说明直接道德意识，但拒绝熊、牟、唐的超越自我形上学。
modern-rel-yan-hu-scientific-liberal-modernity,en,"Yan's translations supplied early vocabularies of science and liberty later used by Hu's generation, though their methods and attitudes to tradition differed."
modern-rel-yan-hu-scientific-liberal-modernity,zh-CN,严复系统译介科学、自由与政治理论，为胡适一代的科学主义和自由主义议程提供了早期语汇，但二人的方法与传统态度并不相同。
modern-rel-yan-sun-civil-political-agency,en,"Free speech concerns citizens' conditions for public judgment, while popular sovereignty concerns where political authority resides; the positions are institutionally complementary."
modern-rel-yan-sun-civil-political-agency,zh-CN,言论自由说明公民形成公共判断的条件，民权主义说明政治主权的归属；两者在制度层面互补。
modern-rel-zhangdongsun-zhangjunmai-debate-camp,en,Zhang Dongsun sided with Zhang Junmai; his cultural epistemology likewise resists treating one natural-scientific method as the measure of all knowledge.
modern-rel-zhangdongsun-zhangjunmai-debate-camp,zh-CN,张东荪在科玄论战中与张君劢同一阵营；其文化认识论也反对把单一自然科学方法当作全部知识的尺度。
modern-rel-zhangjunmai-mao-freewill-dialectics,en,"Zhang invoked free will and the unpredictability of spirit against Marxist history, whereas Mao developed concrete contradiction analysis; this is a contrast, not a direct debate."
modern-rel-zhangjunmai-mao-freewill-dialectics,zh-CN,张君劢以自由意志和精神不可预测性拒绝马克思主义历史说明，毛泽东则以矛盾的具体分析发展马克思主义方法；关系是立场对照，不是直接论战。
rel-ban-zhao-hanyu-ethical-order,en,"Both center ethical relations, but Ban Zhao's gender hierarchy must not be erased by Han's broad-love definition."
rel-ban-zhao-hanyu-ethical-order,zh-CN,两者都以人伦秩序为教育与道德实践中心，但班昭性别等级不可被韩愈的博爱定义抹平。
rel-bodhidharma-shenxiu-practice-lineage,en,"The attributed Two Entrances joins insight and practices, while Shenxiu's line continues disciplined mind cultivation; attribution and transmission complexity limit this to probable."
rel-bodhidharma-shenxiu-practice-lineage,zh-CN,达摩归名的二入四行把理入与具体行持并置，神秀系禅法继续强调摄心实践；因达摩文本归属和中间传承复杂，仅标 probable。
rel-confucius-hanyu-succession,en,"Han Yu explicitly places Confucius in his succession of the Way; this is Han's own genealogy, not a neutral historical finding."
rel-confucius-hanyu-succession,zh-CN,韩愈明确把孔子列为道统传递环节；这是韩愈自述的谱系建构，不等同现代史家结论。
rel-confucius-harmony-junzi,en,Harmony without uniformity is the junzi's way of being in the world. Confucius says 'The superior person is harmonious but not uniform; the petty person is uniform but not harmonious.'
rel-confucius-harmony-junzi,zh-CN,和而不同是君子的处世品格。孔子曰'君子和而不同，小人同而不和'，和谐共处又保持独立见解是君子的标志。
rel-confucius-junzi-ren,en,"The superior person is the embodiment of ren. The superior person embodies Confucius's ideal personality, whose core quality is ren, accomplished through the practice of li."
rel-confucius-junzi-ren,zh-CN,君子是仁的人格载体。君子是孔子理想人格的体现，其核心品质即仁，通过践行礼来完成道德修养。
rel-confucius-laozi-ritual-wuwei,en,Confucius values ritual cultivation vs Laozi advocates wuwei. Confucius advocates actively cultivating oneself through ritual; Laozi holds that ritual is the beginning of chaos.
rel-confucius-laozi-ritual-wuwei,zh-CN,孔子重礼教化 vs 老子主无为。孔子主张通过礼义教化积极修身治国，老子则认为礼是忠信之薄而乱之首，主张无为而治。
rel-confucius-mencius-cultivation,en,Mencius's theory of the four sprouts extends the question of how inner moral virtue begins and grows through cultivation.
rel-confucius-mencius-cultivation,zh-CN,孟子的四端说扩展了儒家内在德性如何开始并通过修养成长的问题。
rel-confucius-mencius-kingly-way,en,"Mencius's kingly way theory is a systematic development of Confucius's virtue rule, centered on benevolent government and people-before-ruler."
rel-confucius-mencius-kingly-way,zh-CN,孟子的王道论是对孔子德治思想的系统发展，以仁政和民本为核心内容。
rel-confucius-mencius-rightness-profit,en,Mencius extends Confucius's distinction between the junzi who understands rightness and the petty person who understands profit into a fundamental principle of governing.
rel-confucius-mencius-rightness-profit,zh-CN,孟子将孔子君子喻于义、小人喻于利的区分扩展为治国理政的根本原则问题。
rel-confucius-mencius-rule,en,Mencius advances the tradition of virtue rule toward judgments of people priority and political legitimacy.
rel-confucius-mencius-rule,zh-CN,孟子把德治传统推进到人民优先与统治正当性的判断。
rel-confucius-mozi-care,en,"Both reciprocity and inclusive care constrain self-centered action, but their scope and ethical structure differ."
rel-confucius-mozi-care,zh-CN,恕与兼爱都限制只顾自身的行动，但适用范围和伦理结构并不相同。
rel-confucius-mozi-music,en,"Confucius values ritual and music education, believing music can cultivate character and transform customs; Mozi holds music wastes human and material resources, advocating the condemnation of music."
rel-confucius-mozi-music,zh-CN,孔子重视礼乐教化，认为乐能陶冶性情、移风易俗；墨子则认为音乐浪费人力物力，主张非乐。
rel-confucius-mozi-partiality,en,Mohists criticize graded love as potentially partial; Confucians develop ren from concrete relationships and ritual order.
rel-confucius-mozi-partiality,zh-CN,墨家批评差等之爱可能造成偏私；儒家则从具体关系和礼的秩序展开仁。
rel-confucius-reciprocity-ren,en,Reciprocity (shu) is the method of practicing ren. Do not do to others what you do not wish for yourself. The way of shu is the concrete path of extending ren to others.
rel-confucius-reciprocity-ren,zh-CN,恕是仁的实践方法。己所不欲勿施于人，恕道是将仁心推及他人的具体路径，贯穿于礼的践行之中。
rel-confucius-rectification-language-dao,en,"Confucius holds rectifying names is the foundation of politics and ethics, believing language can bear order; Laozi holds the constant dao cannot be spoken and naming obscures ultimate reality."
rel-confucius-rectification-language-dao,zh-CN,孔子认为正名是政治和伦理的基础，相信语言可以承载秩序；老子则认为常道不可言说，名对终极实在构成遮蔽。
rel-confucius-ren-rectification,en,Rectification of names extends ren-li order to the linguistic-political sphere. Confucius takes ren as inner core and li as institutional framework; the rectification of names is a necessary condition for maintaining ritual order.
rel-confucius-ren-rectification,zh-CN,正名是仁礼秩序在语言政治层面的延伸。孔子以仁为内核、以礼为制度，而正名思想要求名实相符，是维持礼治秩序的必要条件。
rel-confucius-superior-mencius-nature,en,Mencius's theory of good human nature provides the human-nature foundation for the moral cultivation of Confucius's junzi personality.
rel-confucius-superior-mencius-nature,zh-CN,孟子的性善论为孔子君子人格的道德修养提供了人性论基础。
rel-confucius-virtue-rectification,en,"Rectification of names is the institutional precondition of virtue rule. Governing must begin with rectifying names; if names are not correct, speech will not be smooth, affairs will not succeed."
rel-confucius-virtue-rectification,zh-CN,正名是德治的制度前提。为政必先正名，名不正则言不顺，言不顺则事不成，德治也就无法落实。
rel-confucius-xunzi-rectification,en,"Xunzi systematically develops Confucius's rectification of names, extending it from political ethics to logic and philosophy of language."
rel-confucius-xunzi-rectification,zh-CN,荀子系统发展了孔子的正名思想，从政治伦理扩展到逻辑学和语言哲学层面。
rel-confucius-xunzi-ritual,en,Both treat ritual as central to ethical practice; Xunzi develops a more systematic account of desire regulation and institutional order.
rel-confucius-xunzi-ritual,zh-CN,两者都把礼视为道德实践的关键；荀子进一步给出欲望调节与制度秩序的系统说明。
rel-daosheng-huineng-buddha-nature,en,Universal Buddhahood and intrinsically pure self-nature share a universal Buddha-nature orientation without proving direct transmission.
rel-daosheng-huineng-buddha-nature,zh-CN,众生可成佛与自性本净共享佛性普遍性的方向，但相隔数百年，不能据此认定直接传承。
rel-dong-heaven-warnings-five-phases,en,Five-Phase classification supplies a cosmological frame for omen politics.
rel-dong-heaven-warnings-five-phases,zh-CN,五行分类为天人感应和灾异政治提供宇宙论框架。
rel-dong-liuzongyuan-heaven-human,en,Heavenly reprimands conflict with separate natural and human causation; Liu's passage does not name Dong.
rel-dong-liuzongyuan-heaven-human,zh-CN,天谴政治与天人各行其因果构成明确理论对立；柳文此段未点名董仲舒，故不标历史影响。
rel-dong-zhou-dunyi-correlative-cosmos,en,Han correlative Five-Phase cosmology and Zhou Dunyi's generative scheme share classifications without proving direct dependence.
rel-dong-zhou-dunyi-correlative-cosmos,zh-CN,五行—阴阳的汉代关联框架与周敦颐太极图说共享宇宙生成分类，但本条不声称直接文本依赖。
rel-dongzhongshu-xunzi-heaven,en,Dong Zhongshu's heaven-human resonance vs Xunzi's heaven has constant patterns. Xunzi holds heaven has constant patterns; Dong Zhongshu proposes heaven-human resonance with disasters warning the ruler.
rel-dongzhongshu-xunzi-heaven,zh-CN,董仲舒天人感应 vs 荀子天行有常。荀子认为天行有常、不以人的意志为转移；董仲舒则提出天人感应，天以灾异谴告人君。
rel-dukezhou-textual-image-hanyu-genealogy,en,"The Kanggao's bright-virtue/cautious-punishment image connects to Han Yu's placement of the Duke of Zhou in his genealogy, as later textual organization rather than verified transmission."
rel-dukezhou-textual-image-hanyu-genealogy,zh-CN,《康诰》传统塑造的明德慎罚政治与韩愈把周公列入道统相接；仅记录后世谱系对经典圣王形象的组织。
rel-dushun-fazang-huayan,en,Traditional Huayan lineage develops from Dushun's contemplation to Fazang's ten mysteries; disputed attribution warrants probable status.
rel-dushun-fazang-huayan,zh-CN,传统华严谱系由杜顺法界观走向法藏十玄门；因杜顺文本归属有争议，谨标 probable。
rel-fazang-zongmi-huayan-mind,en,"Zongmi restates Huayan through true mind and integrates Chan; school inheritance is clear, though this excerpt supports doctrine rather than direct contact."
rel-fazang-zongmi-huayan-mind,zh-CN,宗密以真心论重述华严圆教并会通禅宗；属明确学派继承，但本证据条只支持教义连续。
rel-fuxi-textual-image-wangbi-symbols,en,"The later Xici image of Fuxi creating trigrams supplies a received textual object for Wang Bi's word-image-meaning hermeneutics, not a historical transmission from Fuxi."
rel-fuxi-textual-image-wangbi-symbols,zh-CN,后世《系辞》塑造的伏羲观象制卦叙事，为王弼言—象—意解释学提供经典对象；这不是伏羲与王弼之间的历史师承。
rel-gehong-technique-and-virtue,en,The learnability of immortality is qualified by ethical prerequisites.
rel-gehong-technique-and-virtue,zh-CN,仙术可学受到伦理条件限制，避免把葛洪理解为单纯技术主义。
rel-guanzhong-wangfu-material-governance,en,The Guanzi and Wang Fu both foreground material livelihood as a condition of political order.
rel-guanzhong-wangfu-material-governance,zh-CN,《管子》把仓廪衣食作为礼义条件，王符把民、谷、农时构成国家因果链，均突出治理的物质基础。
rel-guoxiang-peiwei-self-generation,en,"Both deny that absolute nothing generates beings, while Guo's self-transformation further removes a single creator."
rel-guoxiang-peiwei-self-generation,zh-CN,两者都否认绝对无能生成有，但郭象的独化论进一步取消统一造物主。
rel-han-fei-xunzi-nature,en,"Han Fei inherits the basic presupposition of Xunzi's evil-nature theory, but abandons the path of ritual-moral education for transforming nature, turning instead to governing with the two handles of reward and punishment."
rel-han-fei-xunzi-nature,zh-CN,韩非子继承了荀子性恶论的基本预设，但他放弃了化性起伪的礼义教化路径，转而以赏罚二柄治国。
rel-hanyu-li-ao-nature-cultivation,en,"Li Ao develops Tang Confucian revival toward recovery of nature, but this relation lacks a direct naming excerpt."
rel-hanyu-li-ao-nature-cultivation,zh-CN,李翱在唐代儒学复兴语境中把韩愈的人伦之道推进为复性工夫；本条未提供直接点名引文。
rel-hanyu-zhou-dunyi-confucian-revival,en,Han Yu's reconstruction of Confucian succession forms a prehistory to Northern Song learning without constituting direct teacher-disciple transmission.
rel-hanyu-zhou-dunyi-confucian-revival,zh-CN,韩愈重建道统的儒学复兴为北宋道学提供前史，但本条只作时代与传统桥接，不虚构直接师承。
rel-heyan-wangbi-nonbeing,en,"Both ground being in nonbeing, but similarity alone does not establish transmission."
rel-heyan-wangbi-nonbeing,zh-CN,两者都以无说明有的根源，但不能由相似性推出直接师承。
rel-huangbo-linji-teacher-disciple,en,"The Record of Linji explicitly places Linji under Huangbo and records his questioning and blows, providing located teacher-disciple evidence."
rel-huangbo-linji-teacher-disciple,zh-CN,《临济录》明确记载临济在黄檗会下参学并因问佛法大意受棒，构成可定位师承证据。
rel-huangdi-medical-image-jikang-nourishing-life,en,"The received Huangdi dialogue on regulated life resembles Ji Kang's body-spirit regimen; Huangdi functions as a textual attribution, not a historical transmitter."
rel-huangdi-medical-image-jikang-nourishing-life,zh-CN,《黄帝内经》借黄帝问答塑造节饮食、常起居、形神俱全的养生传统，与嵇康形神相依的养生论相近；黄帝是文本归属形象，不作历史传承。
rel-huantan-fanzhen-body-spirit,en,"The candle and blade analogies both deny disembodied spirit, without proving direct transmission."
rel-huantan-fanzhen-body-spirit,zh-CN,火烛喻与刀刃喻都主张精神不能离形独存；尚无本批证据证明范缜直接继承桓谭。
rel-huineng-mazu-mind,en,Hongzhou Chan develops Southern-lineage self-nature into mind-is-Buddha; late lamp records limit certainty.
rel-huineng-mazu-mind,zh-CN,洪州禅在南宗谱系中把自性论推进为即心是佛；灯录成书较晚，证据限为 probable。
rel-huineng-shenhui-no-thought,en,Shenhui develops Southern Chan discourse through no-thought and nonfabrication; the late received text warrants probable status.
rel-huineng-shenhui-no-thought,zh-CN,神会以无念、无作推进南宗话语；现存《显宗记》文本较晚，故不标 explicit。
rel-huishi-zhuangzi-oneness,en,Hui Shi's uniting same-difference resonates with Zhuangzi's making things equal. Hui Shi's theses reach all things being entirely same and entirely different; Zhuangzi also dismantles distinctions.
rel-huishi-zhuangzi-oneness,zh-CN,惠施合同异与庄子齐物相通。惠施历物之意有大同异小同异之辨，最终归于万物毕同毕异；庄子齐物论亦破除是非差别而归一。
rel-huiyuan-confucian-ritual-autonomy,en,"Huiyuan accepts lay ritual obligations but limits their scope for monastics as guests beyond the realm, rather than rejecting all Confucian ethics."
rel-huiyuan-confucian-ritual-autonomy,zh-CN,慧远承认在家者礼敬君亲，却为出家者主张方外身份，因而对普遍臣民礼制作范围限制；并非否定全部儒家伦理。
rel-jikang-sound-cultivation,en,Both essays reject mechanically identifying external stimuli with inner affect and emphasize the subject's condition.
rel-jikang-sound-cultivation,zh-CN,两论都拒绝把外物机械等同内在情感，并强调主体状态的中介。
rel-kingwen-textual-qian-wangbi-commentary,en,"The Qian statement traditionally attributed to King Wen is an object of Wang Bi's hermeneutics; this records textual tradition, not verified authorship or transmission."
rel-kingwen-textual-qian-wangbi-commentary,zh-CN,传统归于文王的乾卦经文是王弼言象意解释学所解释的经典对象；只表示文本传统，不确认文王作者身份或跨世师承。
rel-laozi-confucius-government,en,"Both can be read as limiting coercive politics, but the theoretical grounds of virtue rule and wuwei differ."
rel-laozi-confucius-government,zh-CN,两者都能被理解为对强制政治的限制，但德治与无为的理论根据不同。
rel-laozi-contentment-softness,en,Contentment is the self-cultivation requirement of the soft way of life. Contentment brings no disgrace; knowing where to stop brings no danger.
rel-laozi-contentment-softness,zh-CN,知足是柔弱处世的修养要求。知足不辱，知止不殆。懂得满足和适可而止，是践行柔弱不争之道的具体表现。
rel-laozi-contentment-zhuangzi-wandering,en,"Contentment brings no disgrace and free wandering both point to transcending external material desires, but Laozi leans toward moderation and Zhuangzi toward absolute spiritual freedom."
rel-laozi-contentment-zhuangzi-wandering,zh-CN,知足不辱与逍遥游都指向对外在物欲的超越，但老子偏于节制，庄子偏于精神的绝对自由。
rel-laozi-dao-wuwei,en,"Dao cannot be spoken, hence one should rule by wuwei. Dao is always nameless and transcends linguistic grasp; thus the sage governs by doing nothing."
rel-laozi-dao-wuwei,zh-CN,道不可言说，故应无为而治。道常无名，超越语言把握，因此圣人治国也应处无为之事，行不言之教。
rel-laozi-reversal-life-death,en,Zhuangzi's view of life and death develops Laozi's reversal as dao's movement into philosophy of life — life and death are merely dao's cyclical transformations.
rel-laozi-reversal-life-death,zh-CN,庄子的生死观是老子反者道之动在生命哲学上的展开，生死不过是道的循环转化。
rel-laozi-reversal-natural,en,"Dao modeling on nature contains the law of opposite transformation. Humanity models on earth, earth models on heaven, heaven models on dao, dao models on nature."
rel-laozi-reversal-natural,zh-CN,道法自然蕴含对立面转化规律。人法地，地法天，天法道，道法自然。自然本身就包含着物极必反的辩证规律。
rel-laozi-reversal-softness,en,Reversal as dao's movement explains why soft overcomes hard. Reversal is the movement of dao — the core of Laozi's dialectical thinking.
rel-laozi-reversal-softness,zh-CN,反者道之动解释了柔弱胜刚强。反者道之动是老子辩证思维的核心，事物向对立面转化，因此柔弱处下反而能胜刚强。
rel-laozi-shangyang-wuwei-law,en,Daoist wuwei rule vs Legalist rule by law. Laozi advocates reducing government edicts; Shang Yang advocates establishing clear legal institutions.
rel-laozi-shangyang-wuwei-law,zh-CN,道家无为而治 vs 法家以法治国。老子主张减少政令、无为而治；商鞅则主张建立明确的法令制度，以赏罚二柄驱民耕战。
rel-laozi-softness-zhuangzi-skill,en,Zhuangzi's parable of Cook Ding concretizes Laozi's thought of the soft overcoming the hard into a cultivation state of realizing the great dao through skill.
rel-laozi-softness-zhuangzi-skill,zh-CN,庄子庖丁解牛的寓言把老子柔弱胜刚强的思想具体化为一种通过技艺体悟大道的修养境界。
rel-laozi-sunzi-softness-strategy,en,Laozi's the soft overcoming the hard and Sunzi's subduing the enemy without fighting both embody strategic thinking of overcoming the strong through softness and winning through wisdom.
rel-laozi-sunzi-softness-strategy,zh-CN,老子柔弱胜刚强与孙子不战而屈人之兵都体现了以柔克刚、以智取胜的战略思维。
rel-laozi-wuwei-confucius-virtue,en,"Laozi's wuwei rule and Confucius's virtue rule appear similar on the surface, but Laozi rejects ritual rightness and education while Confucius centers virtue and ritual — a fundamental divergence."
rel-laozi-wuwei-confucius-virtue,zh-CN,老子的无为而治与孔子的德治表面相似，但老子反对礼义和教化，孔子则以德礼为核心，存在根本分歧。
rel-laozi-wuwei-naturalness,en,"Wuwei is grounded in naturalness (ziran). Wuwei does not mean doing nothing; it means modeling oneself on nature, acting without arbitrary force."
rel-laozi-wuwei-naturalness,zh-CN,无为以自然为依据。无为不是什么都不做，而是效法自然，不妄为不强为，让事物按照自身本性发展。
rel-laozi-xunzi-nature,en,"Both reject reducing natural processes entirely to human will, but Laozi's ziran and Xunzi's theory of heaven are not the same concept."
rel-laozi-xunzi-nature,zh-CN,两者都反对把自然过程完全等同于人的意志，但老子的自然与荀子的天论并非同一概念。
rel-laozi-zhuangzi-language,en,Zhuangzi's analysis of perspectives and right-wrong distinctions extends Laozi's question about the limits of language and naming.
rel-laozi-zhuangzi-language,zh-CN,庄子对视角和是非分别的分析扩展了老子关于语言与命名限度的问题。
rel-laozi-zhuangzi-naturalness,en,Both positions place humans back within the larger process of nature and the ten thousand things.
rel-laozi-zhuangzi-naturalness,zh-CN,两条观点都把人放回更大的自然与万物过程之中。
rel-laozi-zhuangzi-reversal-qiwu,en,Laozi's 'reversal is the movement of dao' and Zhuangzi's 'making things equal' both emphasize the relativity and mutual transformation of things — core Daoist dialectical thinking.
rel-laozi-zhuangzi-reversal-qiwu,zh-CN,老子的反者道之动与庄子的齐物论都强调事物的相对性和相互转化，是道家辩证思维的核心。
rel-liao-chengyi-nature,en,"Li Ao's recovery of nature is an important antecedent to Song debates, while Cheng Yi systematizes nature in a distinct principle framework."
rel-liao-chengyi-nature,zh-CN,李翱复性论是唐宋心性论的重要前史，程颐性即理则在另一概念架构中系统化本性。
rel-liao-zongmi-original-mind,en,Recovery of nature and manifestation of original awakening share an obscured-original-purity structure without proving borrowing.
rel-liao-zongmi-original-mind,zh-CN,复性与显发本觉都采用本体清明、后被遮蔽的结构，但不能据此证明单向借用。
rel-liezi-generation-guoxiang-self-transformation,en,The received Liezi's ceaseless transformation resembles Guo Xiang's self-transformation; disputed dating and historicity bar an influence claim.
rel-liezi-generation-guoxiang-self-transformation,zh-CN,传世《列子》的常生常化与郭象独化都把生成理解为持续过程；《列子》成书年代与列御寇历史性有争议，故不作影响断言。
rel-lisi-hanfei-statecraft-contrast,en,Li Si addresses talent acquisition while Han Fei addresses bureaucratic control; their statecraft is complementary without implying transmission.
rel-lisi-hanfei-statecraft-contrast,zh-CN,李斯以开放人才增强国家，韩非以赏罚控制官僚，两者分别处理国家能力的人才来源与权力约束；概念互补不等于师承。
rel-liuan-dao-qi-cosmogony,en,"Within the same textual project, the encompassing Way receives a cosmogonic articulation through qi."
rel-liuan-dao-qi-cosmogony,zh-CN,同一文献工程中，道的包容性由气化宇宙论获得发生论展开。
rel-liuan-zhangzai-qi-cosmology,en,"Han qi-cosmogony and Zhang Zai's Great Void both explain cosmic generation through qi, without implying direct transmission."
rel-liuan-zhangzai-qi-cosmology,zh-CN,汉代气化宇宙论与张载太虚即气都以气解释天地生成，但相隔千年且理论结构不同。
rel-lubuwei-liuzongyuan-institutions-change,en,Observing the Present's change-with-times and Liu Zongyuan's historical configuration both oppose mechanical archaism without proving influence.
rel-lubuwei-liuzongyuan-institutions-change,zh-CN,《察今》主张世易则变法，柳宗元以“势”解释制度生成，均反对脱离时势机械法古；无直接影响证据。
rel-mazu-huangbo-one-mind,en,"Huangbo's One Mind belongs to the Mazu-Baizhang-Huangbo Hongzhou line, but direct textual transmission is not proven here."
rel-mazu-huangbo-one-mind,zh-CN,黄檗的一心论属于马祖—百丈—黄檗的洪州禅传统，但本批未以同时代文书证明直接文本传递。
rel-mencius-good-kingly,en,The theory of good human nature grounds benevolent government. All humans have a mind that cannot bear the suffering of others.
rel-mencius-good-kingly,zh-CN,性善论是仁政的人性论基础。人皆有不忍人之心，先王有不忍人之心，斯有不忍人之政矣。
rel-mencius-hanyu-succession,en,Han Yu explicitly places Mencius after Confucius and claims the transmission lapsed after him.
rel-mencius-hanyu-succession,zh-CN,韩愈明确将孟子置于孔子之后，并宣称孟子死后失传。
rel-mencius-mozi-yi-care,en,Mencius's rightness-profit distinction critiques Mohist utilitarianism. Mencius strictly distinguishes rightness from profit; Mozi's inclusive care aims at promoting the benefit of the world.
rel-mencius-mozi-yi-care,zh-CN,孟子义利之辨批判墨子功利。孟子严辨义利，反对以利为出发点；而墨子兼爱以兴天下之利为目标，带有鲜明的功利主义色彩。
rel-mencius-people-virtue,en,"People-before-ruler is the core principle of kingly way politics. The people are most important, the altars next, the ruler least."
rel-mencius-people-virtue,zh-CN,民本是王道政治的核心原则。民为贵，社稷次之，君为轻。王道政治必须以民为本，保民而王才能统一天下。
rel-mencius-people-xunzi-ritual,en,"Both Mencian people-before-ruler and Xunzian ritual institutions hold that the purpose of politics is the people's well-being, but Mencius emphasizes extending the benevolent heart and Xunzi emphasizes constructing institutions."
rel-mencius-people-xunzi-ritual,zh-CN,孟子民本与荀子礼制都认为政治的目的是人民的福祉，但孟子侧重仁心的扩充，荀子侧重制度的建构。
