id,source_statement_id,target_statement_id,polarity,subtype,basis,direction,historical_influence,review_status,reviewer,reviewed_at,evidence_source_ids
density-c-00610bfe343d51,liezi-ceaseless-generation-transformation,ma-yifu-six-arts-interconnected-hermeneutic-whole,positive,similarity,editorial,undirected,conceptual-only,reviewed,density-low-degree-agent-2026-07-17,2026-07-17,src-liezi-tianrui-ctext;src-mayifu-liuyilun-zhexueyanjiu
density-xp-songqing-modern-12-zhang-xuecheng-way-never-separate-instruments-ma-yifu-six-arts-interconnected-hermeneutic-whole,zhang-xuecheng-way-never-separate-instruments,ma-yifu-six-arts-interconnected-hermeneutic-whole,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,src-mayifu-liuyilun-zhexueyanjiu;zhang-xuecheng-yuan-dao
density-xp-songqing-modern-13-huang-zongxi-law-public-not-dynastic-wei-yuan-learn-foreign-techniques-for-strategic-agency,huang-zongxi-law-public-not-dynastic,wei-yuan-learn-foreign-techniques-for-strategic-agency,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,huang-zongxi-yuanfa;src-wei-haiguotuzhi-yuanxu-wikisource
density-xp-songqing-modern-14-ruan-yuan-ren-between-persons-cheng-chung-ying-onto-hermeneutic-integration,ruan-yuan-ren-between-persons,cheng-chung-ying-onto-hermeneutic-integration,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,cheng-onto-hermeneutics-2000;ruan-yuan-lunren
density-xp-songqing-modern-15-li-gong-learning-is-enactment-yan-fu-national-strength-people-capacity-intelligence-virtue,li-gong-learning-is-enactment,yan-fu-national-strength-people-capacity-intelligence-virtue,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,li-gong-shugu;src-yan-yuanqiang-wikisource
density-xp-songqing-modern-16-ma-zhu-divine-unity-obedience-tan-sitong-ren-as-communication,ma-zhu-divine-unity-obedience,tan-sitong-ren-as-communication,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ma-zhu-qingzhen;wikisource-renxue
density-xp-songqing-modern-17-ma-zhu-divine-unity-obedience-yan-fu-national-strength-people-capacity-intelligence-virtue,ma-zhu-divine-unity-obedience,yan-fu-national-strength-people-capacity-intelligence-virtue,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,ma-zhu-qingzhen;src-yan-yuanqiang-wikisource
density-xp-songqing-modern-18-zhang-xuecheng-six-classics-are-history-lao-szekwang-fundamental-question-method,zhang-xuecheng-six-classics-are-history,lao-szekwang-fundamental-question-method,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-cross-period-density-2026-07-17,2026-07-17,src-lao-szekwang-method-sinica;zhang-xuecheng-yijiao
modern-density-bai-jiang-meritocratic-legitimacy,bai-tongdong-confucian-hybrid-regime,jiang-qing-triple-political-legitimacy,positive,similarity,historian,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,bai-tongdong-against-equality-2019;jiang-qing-humane-authority-2013;sep-modern-confucianism-expansion-2023
modern-density-cai-hu-new-culture-method,cai-yuanpei-education-personality,hu-shi-hypothesis-verification-method,positive,expansion,historian,undirected,probable,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,iep-modern-chinese-expansion;wikisource-cai-education-1900
modern-density-cai-mayifu-education-canon,cai-yuanpei-education-personality,ma-yifu-six-arts-interconnected-hermeneutic-whole,positive,expansion,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,src-mayifu-liuyilun-zhexueyanjiu;wikisource-cai-education-1900
modern-density-chen-li-mainland-confucian-revisions,chen-lai-relational-value-priorities,li-zehou-cultural-sedimentation-aesthetic-body,negative,contrast,historian,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,chen-lai-core-values-2015;sep-modern-confucianism-expansion-2023;uhp-li-zehou-sedimentation-2018
modern-density-cheng-yang-onto-hermeneutic-concrete,cheng-chung-ying-onto-hermeneutic-integration,yang-guorong-concrete-metaphysics-authentic-being,positive,similarity,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,cheng-onto-hermeneutics-2000;yang-guorong-philosophical-horizons-2019
modern-density-fang-tang-teacher-huayan,fang-dongmei-universe-living-field,tang-junyi-affective-connection-mind-world,positive,expansion,historian,undirected,explicit,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,sep-modern-confucianism-expansion-2023;src-fang-dongmei-chinese-life-quoted
modern-density-fang-tu-living-cosmos,fang-dongmei-universe-living-field,tu-weiming-anthropocosmic-embedded-humanity,positive,expansion,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,src-fang-dongmei-chinese-life-quoted;tu-ecological-turn-2001
modern-density-gong-wei-reform-knowledge,gong-zizhen-institutions-change-talent-judgment,wei-yuan-learn-foreign-techniques-for-strategic-agency,positive,expansion,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,src-gong-shangdaxueshishu-wikisource;src-wei-haiguotuzhi-yuanxu-wikisource
modern-density-gong-zhangtaiyan-change-revolution,gong-zizhen-institutions-change-talent-judgment,zhang-taiyan-revolution-produces-public-reason-and-removes-custom,positive,expansion,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,src-gong-shangdaxueshishu-wikisource;src-zhangtaiyan-bokang-wikisource
modern-density-helin-zhangshiying-idealism-renewal,he-lin-confucianism-organic-renewal,zhang-shiying-difference-and-interconnection,positive,expansion,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,src-he-lin-wenhua-yu-rensheng-scan;src-zhang-shiying-similarity-communication-pku
modern-density-hezhen-wanghui-denaturalize-domination,he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy,wang-hui-depoliticization-naturalizes-power,positive,similarity,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,src-hezhen-birth-chinese-feminism-cup;wang-hui-depoliticized-2006
modern-density-huang-li-harmony-self-other,huang-yong-self-other-one-body,li-chenyang-dynamic-harmony-through-difference,positive,expansion,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,huang-yong-egoism-altruism-2018;li-chenyang-dynamic-harmony-2023
modern-density-jin-fengyoulan-system-metaphysics,jin-yuelin-dao-formed-stuff-unity,feng-youlan-universal-particular-logical-analysis,positive,similarity,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,iep-feng-youlan-expansion;src-jinyuelin-hu-theory-dao-wiley
modern-density-lao-xu-method-history,lao-szekwang-fundamental-question-method,xu-fuguan-embodied-moral-recognition,positive,expansion,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,sep-modern-confucianism-expansion-2023;src-lao-szekwang-method-sinica
modern-density-lao-zhangdainian-reconstruction-method,lao-szekwang-fundamental-question-method,zhang-dainian-creative-comprehensive-synthesis,positive,similarity,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,src-lao-szekwang-method-sinica;wiley-zhang-dainian-creative-synthesis-2002
modern-density-lida-jin-logic-metaphysics,li-da-dialectics-logic-epistemology-unified-practical-philosophy,jin-yuelin-dao-formed-stuff-unity,negative,contrast,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,src-jinyuelin-hu-theory-dao-wiley;src-lida-knight-epistemology-logic
modern-density-lida-mao-practical-dialectics,li-da-dialectics-logic-epistemology-unified-practical-philosophy,mao-zedong-contradiction-particularity-method,positive,expansion,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,mia-mao-on-contradiction-expansion;src-lida-knight-epistemology-logic
modern-density-mayifu-qianmu-cultural-continuity,ma-yifu-six-arts-interconnected-hermeneutic-whole,qian-mu-cultural-subjectivity-without-rejecting-western-methods,positive,similarity,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,src-mayifu-liuyilun-zhexueyanjiu;src-qianmu-political-institutions-ntu
modern-density-qian-chen-cultural-subject-values,qian-mu-cultural-subjectivity-without-rejecting-western-methods,chen-lai-relational-value-priorities,positive,expansion,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,chen-lai-core-values-2015;src-qianmu-political-institutions-ntu
modern-density-tan-hezhen-equality-barriers,tan-sitong-ren-as-communication,he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy,positive,expansion,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,src-hezhen-birth-chinese-feminism-cup;wikisource-renxue
modern-density-tan-huang-self-other-continuity,tan-sitong-ren-as-communication,huang-yong-self-other-one-body,positive,similarity,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,huang-yong-egoism-altruism-2018;wikisource-renxue
modern-density-tu-robin-cosmic-relationality,tu-weiming-anthropocosmic-embedded-humanity,robin-wang-yinyang-relational-generativity,positive,expansion,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,robin-wang-yinyang-2012;tu-ecological-turn-2001
modern-density-wanghui-wangruoshui-critical-humanism,wang-hui-depoliticization-naturalizes-power,wang-ruoshui-socialist-alienation-humanism,positive,similarity,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,sage-wang-ruoshui-alienation-1984;wang-hui-depoliticized-2006
modern-density-wei-tu-technology-cosmos,wei-yuan-learn-foreign-techniques-for-strategic-agency,tu-weiming-anthropocosmic-embedded-humanity,positive,expansion,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,src-wei-haiguotuzhi-yuanxu-wikisource;tu-ecological-turn-2001
modern-density-zhangshiying-cheng-interconnection-hermeneutics,zhang-shiying-difference-and-interconnection,cheng-chung-ying-onto-hermeneutic-integration,positive,similarity,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,cheng-onto-hermeneutics-2000;src-zhang-shiying-similarity-communication-pku
modern-density-zhangtaiyan-kang-revolution-refutation,zhang-taiyan-revolution-produces-public-reason-and-removes-custom,kang-youwei-great-unity-abolish-national-boundaries,negative,refutation,historian,undirected,explicit,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,src-kang-datongshu-yibu-wikisource;src-zhangtaiyan-bokang-wikisource
modern-density-zhao-bai-world-regime-scale,zhao-tingyang-world-as-political-unit,bai-tongdong-confucian-hybrid-regime,negative,contrast,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,bai-tongdong-against-equality-2019;zhao-tingyang-tianxia-2009
modern-rel-fengqi-zhangdainian-knowledge-synthesis,feng-qi-wisdom-general-epistemology,zhang-dainian-creative-comprehensive-synthesis,positive,similarity,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,ecnu-fengqi-wisdom-2005;wiley-zhang-dainian-creative-synthesis-2002
modern-rel-fengyoulan-zhangdainian-synthesis,feng-youlan-universal-particular-logical-analysis,zhang-dainian-creative-comprehensive-synthesis,positive,expansion,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,iep-feng-youlan-expansion;wiley-zhang-dainian-creative-synthesis-2002
modern-rel-hu-zhang-science-life-debate,hu-shi-hypothesis-verification-method,zhang-junmai-mind-free-will-causality,negative,refutation,historian,undirected,explicit,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,iep-modern-chinese-expansion;iep-zhang-junmai-expansion
modern-rel-liangqichao-zhangjunmai-science-limits,liang-qichao-renew-the-people,zhang-junmai-mind-free-will-causality,positive,agreement,historian,undirected,explicit,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,iep-modern-chinese-expansion;iep-zhang-junmai-expansion;wikisource-xinminshuo
modern-rel-liangshuming-zhangjunmai-debate-camp,liang-shuming-cultural-inward-moderation,zhang-junmai-mind-free-will-causality,positive,agreement,historian,undirected,explicit,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,iep-modern-chinese-expansion;iep-modern-chinese-philosophy;iep-zhang-junmai-expansion
modern-rel-mao-ai-dialectics-popularization,ai-siqi-philosophy-popular-language,mao-zedong-contradiction-particularity-method,positive,similarity,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,atlantis-ai-siqi-popular-philosophy-2017;mia-mao-on-contradiction-expansion
modern-rel-mao-li-zehou-practice-sedimentation,mao-zedong-practice-truth,li-zehou-cultural-sedimentation-aesthetic-body,positive,expansion,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,mia-mao-on-practice;uhp-li-zehou-sedimentation-2018
modern-rel-mou-xu-transcendental-disagreement,mou-zongsan-moral-feelings-true-self,xu-fuguan-embodied-moral-recognition,negative,contrast,historian,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,sep-modern-confucianism-expansion-2023
modern-rel-sun-jiangqing-legitimacy-contrast,sun-yat-sen-popular-sovereignty,jiang-qing-triple-political-legitimacy,negative,contrast,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,iep-modern-chinese-expansion;jiang-qing-humane-authority-2013;sunyatsen-sanmin-primary
modern-rel-tang-xu-moral-knowledge-distinction,tang-junyi-affective-connection-mind-world,xu-fuguan-embodied-moral-recognition,positive,similarity,historian,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,sep-modern-confucianism-expansion-2023
modern-rel-wangruoshui-mao-socialist-critique,wang-ruoshui-socialist-alienation-humanism,mao-zedong-practice-truth,negative,contrast,historian,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,mia-mao-on-practice;sage-wang-ruoshui-alienation-1984
modern-rel-xiong-li-zehou-inward-historical-subject,xiong-shili-reality-internal-self-realization,li-zehou-cultural-sedimentation-aesthetic-body,negative,contrast,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,sep-modern-confucianism-expansion-2023;uhp-li-zehou-sedimentation-2018
modern-rel-xiong-mou-internal-moral-knowing,xiong-shili-reality-internal-self-realization,mou-zongsan-moral-feelings-true-self,positive,expansion,historian,undirected,explicit,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,sep-modern-confucianism-expansion-2023
modern-rel-xiong-tang-inward-affective-knowing,xiong-shili-reality-internal-self-realization,tang-junyi-affective-connection-mind-world,positive,expansion,historian,undirected,probable,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,sep-modern-confucianism-expansion-2023
modern-rel-xiong-xu-embodied-recognition,xiong-shili-reality-internal-self-realization,xu-fuguan-embodied-moral-recognition,positive,expansion,historian,undirected,explicit,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,sep-modern-confucianism-expansion-2023
modern-rel-yan-hu-scientific-liberal-modernity,yan-fu-free-speech-civil-society,hu-shi-hypothesis-verification-method,positive,expansion,historian,undirected,probable,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,iep-modern-chinese-expansion
modern-rel-yan-sun-civil-political-agency,yan-fu-free-speech-civil-society,sun-yat-sen-popular-sovereignty,positive,expansion,editorial,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,iep-modern-chinese-expansion;sunyatsen-sanmin-primary
modern-rel-zhangdongsun-zhangjunmai-debate-camp,zhang-dongsun-knowledge-culturally-and-linguistically-mediated,zhang-junmai-mind-free-will-causality,positive,agreement,historian,undirected,explicit,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,iep-modern-chinese-expansion;iep-zhang-junmai-expansion;src-zhangdongsun-iep-topics
modern-rel-zhangjunmai-mao-freewill-dialectics,zhang-junmai-mind-free-will-causality,mao-zedong-contradiction-particularity-method,negative,contrast,historian,undirected,conceptual-only,reviewed,modern-expansion-agent-2026-07-17,2026-07-17,iep-zhang-junmai-expansion;mia-mao-on-contradiction-expansion
rel-ban-zhao-hanyu-ethical-order,ban-zhao-educate-women,han-yu-ren-yi-dao-de,positive,similarity,historian,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-banzhao-nvjie;src-hanyu-yuandao
rel-bodhidharma-shenxiu-practice-lineage,bodhidharma-two-entrances-practice,shenxiu-concentrate-mind-quiet-thought,positive,expansion,editorial,undirected,probable,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-bodhidharma-two-entrances-critical-study;src-shenxiu-datongbei
rel-confucius-hanyu-succession,confucius-ren-ritual,han-yu-confucian-succession,positive,expansion,primary,undirected,explicit,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,ctext-analects;src-hanyu-yuandao
rel-confucius-harmony-junzi,confucius-harmony-difference,confucius-superior-person,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-analects
rel-confucius-junzi-ren,confucius-superior-person,confucius-ren-ritual,positive,agreement,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-analects
rel-confucius-laozi-ritual-wuwei,confucius-ren-ritual,laozi-wuwei-transformation,negative,contrast,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-analects;ctext-laozi
rel-confucius-mencius-cultivation,confucius-ren-ritual,mencius-moral-sprouts,positive,expansion,historian,undirected,probable,reviewed,phase1-editorial,2026-07-13,ctext-analects;ctext-mengzi
rel-confucius-mencius-kingly-way,confucius-rule-virtue,mencius-kingly-way,positive,expansion,historian,undirected,probable,reviewed,phase1-editorial,2026-07-14,ctext-analects;ctext-mengzi
rel-confucius-mencius-rightness-profit,confucius-superior-person,mencius-rightness-profit,positive,expansion,historian,undirected,probable,reviewed,phase1-editorial,2026-07-14,ctext-analects;ctext-mengzi
rel-confucius-mencius-rule,confucius-rule-virtue,mencius-people-priority,positive,expansion,historian,undirected,probable,reviewed,phase1-editorial,2026-07-13,ctext-analects;ctext-mengzi
rel-confucius-mozi-care,confucius-reciprocity,mozi-inclusive-care,positive,similarity,editorial,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-13,ctext-analects;ctext-mozi
rel-confucius-mozi-music,confucius-ren-ritual,mozi-frugality,negative,contrast,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-analects;ctext-mozi
rel-confucius-mozi-partiality,confucius-ren-ritual,mozi-inclusive-care,negative,contrast,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-13,ctext-analects;ctext-mozi
rel-confucius-reciprocity-ren,confucius-reciprocity,confucius-ren-ritual,positive,agreement,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-analects
rel-confucius-rectification-language-dao,confucius-rectification-names,laozi-language-dao,negative,contrast,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-analects;ctext-laozi
rel-confucius-ren-rectification,confucius-ren-ritual,confucius-rectification-names,positive,expansion,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-analects
rel-confucius-superior-mencius-nature,confucius-superior-person,mencius-nature-good,positive,expansion,historian,undirected,probable,reviewed,phase1-editorial,2026-07-14,ctext-analects;ctext-mengzi
rel-confucius-virtue-rectification,confucius-rule-virtue,confucius-rectification-names,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-analects
rel-confucius-xunzi-rectification,confucius-rectification-names,xunzi-rectification-names,positive,expansion,historian,undirected,probable,reviewed,phase1-editorial,2026-07-14,ctext-analects;ctext-xunzi
rel-confucius-xunzi-ritual,confucius-ren-ritual,xunzi-ritual-order,positive,expansion,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-13,ctext-analects;ctext-xunzi
rel-daosheng-huineng-buddha-nature,daosheng-all-beings-can-become-buddhas,huineng-intrinsically-pure-self-nature,positive,expansion,historian,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-daosheng-fahuajingshu-cbeta;src-huineng-tanjing-cbeta
rel-dong-heaven-warnings-five-phases,dong-zhongshu-five-phases-governance,dong-zhongshu-heaven-warns-ruler,positive,expansion,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-chunqiu-fanlu-wuxing;src-hanshu-dongzhongshu-ctext
rel-dong-liuzongyuan-heaven-human,dong-zhongshu-heaven-warns-ruler,liu-zongyuan-heaven-human-separate-functions,negative,refutation,editorial,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-hanshu-dongzhongshu-ctext;src-liuzongyuan-tianshuo
rel-dong-zhou-dunyi-correlative-cosmos,dong-zhongshu-five-phases-governance,zhou-dunyi-taiji-yinyang-generation,positive,expansion,historian,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-chunqiu-fanlu-wuxing;zhou-dunyi-taijitu-shuo
rel-dongzhongshu-xunzi-heaven,dong-zhongshu-heaven-warns-ruler,xunzi-heaven-constant,negative,contrast,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-xunzi;src-hanshu-dongzhongshu-ctext
rel-dukezhou-textual-image-hanyu-genealogy,duke-zhou-textual-image-bright-virtue-cautious-punishment,han-yu-confucian-succession,positive,expansion,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-hanyu-yuandao;src-shangshu-zhoushu-ctext
rel-dushun-fazang-huayan,du-shun-emptiness-form-nonobstruction,fazang-one-is-all-nonobstruction,positive,expansion,historian,undirected,probable,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-dushun-fajieguan-attributed;src-fazang-huayan-yicheng
rel-fazang-zongmi-huayan-mind,fazang-one-is-all-nonobstruction,zongmi-originally-aware-true-mind,positive,expansion,editorial,undirected,probable,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-fazang-huayan-yicheng;src-zongmi-yuanrenlun-cbeta
rel-fuxi-textual-image-wangbi-symbols,fuxi-textual-image-patterns-to-trigrams,wang-bi-forget-words-grasp-meaning,positive,expansion,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-wangbi-zhouyi-lueli;src-zhouyi-xicixia-ctext
rel-gehong-technique-and-virtue,ge-hong-immortality-learnable,ge-hong-virtue-precedes-immortality,positive,expansion,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-gehong-baopuzi-neipian
rel-guanzhong-wangfu-material-governance,guan-zhong-material-security-moral-order,wang-fu-people-ground-state,positive,expansion,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-guanzi-mumin-ctext;src-wangfu-qianfulun
rel-guoxiang-peiwei-self-generation,pei-wei-being-self-generates,guo-xiang-things-self-generate,positive,similarity,historian,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-guoxiang-zhuangzi-jishi-ctext;src-guoxiang-zhuangzi-xiaoyaoyou;src-peiwei-chongyoulun
rel-han-fei-xunzi-nature,han-fei-two-handles,xunzi-nature-transformation,positive,expansion,historian,undirected,probable,reviewed,phase1-editorial,2026-07-14,ctext-xunzi;src-hanfeizi-erbing-ctext
rel-hanyu-li-ao-nature-cultivation,han-yu-ren-yi-dao-de,li-ao-nature-obscured-by-emotions,positive,expansion,historian,undirected,probable,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-hanyu-yuandao;src-liao-fuxingshu
rel-hanyu-zhou-dunyi-confucian-revival,han-yu-confucian-succession,zhou-dunyi-sincerity-root-practice,positive,expansion,historian,undirected,probable,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-hanyu-yuandao;zhou-dunyi-tongshu-cheng
rel-heyan-wangbi-nonbeing,he-yan-nonbeing-ground-of-being,wang-bi-being-rooted-in-nonbeing,positive,similarity,historian,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-heyan-daolun-liezi-zhu-ctext;src-wangbi-daodejing-zhu-ctext;src-wangbi-zhouyi-lueli
rel-huangbo-linji-teacher-disciple,huangbo-one-mind-no-external-buddha,linji-master-of-every-situation,positive,expansion,editorial,undirected,explicit,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-huangbo-chuanxin-t48;src-linji-lu-t47
rel-huangdi-medical-image-jikang-nourishing-life,huangdi-medical-tradition-regulated-life,ji-kang-nourishing-life-unifies-body-spirit,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-huangdi-neijing-shanggutianzhen-ctext;src-jikang-yangshenglun
rel-huantan-fanzhen-body-spirit,huan-tan-spirit-dependent-on-body,fan-zhen-mind-function-of-body,positive,similarity,historian,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-fanzhen-shenmie;src-hongmingji-xinlun-xingshen-ctext
rel-huineng-mazu-mind,huineng-intrinsically-pure-self-nature,mazu-mind-is-buddha,positive,expansion,editorial,undirected,probable,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-huineng-tanjing-cbeta;src-mazu-jingde
rel-huineng-shenhui-no-thought,huineng-intrinsically-pure-self-nature,shenhui-no-thought-and-nonaction,positive,similarity,editorial,undirected,probable,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-huineng-tanjing-cbeta;src-shenhui-xianzongji
rel-huishi-zhuangzi-oneness,hui-shi-great-one-small-one,zhuangzi-ten-thousand-one,positive,similarity,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-zhuangzi;src-zhuangzi-tianxia-ctext
rel-huiyuan-confucian-ritual-autonomy,confucius-ren-ritual,huiyuan-monastic-autonomy,negative,contrast,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,ctext-analects;src-huiyuan-shamen
rel-jikang-sound-cultivation,ji-kang-sound-without-emotion,ji-kang-nourishing-life-unifies-body-spirit,positive,expansion,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-jikang-shengwuailelun-ctext;src-jikang-yangshenglun
rel-kingwen-textual-qian-wangbi-commentary,king-wen-textual-tradition-qian-constancy,wang-bi-forget-words-grasp-meaning,positive,expansion,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-wangbi-zhouyi-lueli;src-zhouyi-qian-ctext
rel-laozi-confucius-government,laozi-wuwei-transformation,confucius-rule-virtue,positive,similarity,editorial,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-13,ctext-analects;ctext-laozi
rel-laozi-contentment-softness,laozi-contentment,laozi-softness-overcomes,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-laozi
rel-laozi-contentment-zhuangzi-wandering,laozi-contentment,zhuangzi-free-easy-wandering,positive,similarity,editorial,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-laozi;ctext-zhuangzi
rel-laozi-dao-wuwei,laozi-language-dao,laozi-wuwei-transformation,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-laozi
rel-laozi-reversal-life-death,laozi-reversal-dao,zhuangzi-life-death,positive,expansion,historian,undirected,probable,reviewed,phase1-editorial,2026-07-14,ctext-laozi;ctext-zhuangzi
