claim_id,person_id,content_type,active_year,sort_order,is_introductory,domain_ids,research_status,source_review_status,translation_review_status,dedup_review_status,publish_status,canonical_key,period_note,reviewer,reviewed_at
wei-yuan-learn-foreign-techniques-for-strategic-agency,wei-yuan,position,1825,1,true,society-world;nature-technology;politics-governance,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wei-yuan-learn-foreign-techniques-for-strategic-agency,魏源为本人所编《海国图志》撰写的原叙；“长技”在全书语境中主要涉及军事、航海等可学习能力，命题未扩大为对全部西方制度的接受。,late-qing-republic-2026-07-15-a,2026-07-17
feng-guifen-chinese-ethics-western-techniques,feng-guifen,position,1861,1,true,history-culture;politics-governance;nature-technology,canonical,source-reviewed,bilingual-reviewed,reviewed,published,feng-guifen-chinese-ethics-western-techniques,引文为冯桂芬原文，由近代史文献研究文章核录；上线前可再以整理本页码补强。,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
tan-sitong-ren-as-communication,tan-sitong,position,1885,1,true,tiandao-metaphysics;ethics-cultivation;politics-governance,canonical,source-reviewed,bilingual-reviewed,reviewed,published,tan-sitong-ren-as-communication,public-domain transcription; critical-edition collation pending,modern-primary-batch,2026-07-17
yan-fu-national-strength-people-capacity-intelligence-virtue,yan-fu,position,1885,1,true,politics-governance;education-hermeneutics;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,yan-fu-national-strength-people-capacity-intelligence-virtue,这是严复自著《原强》的直接命题，不是《天演论》中赫胥黎原文、严复译文或按语；因此不存在把译入思想误记为严复原创的问题。,late-qing-republic-2026-07-15-a,2026-07-17
kang-youwei-great-unity-abolish-national-boundaries,kang-youwei,position,1890,1,true,society-world;politics-governance,canonical,source-reviewed,bilingual-reviewed,reviewed,published,kang-youwei-great-unity-abolish-national-boundaries,康有为本人《大同书》的制度设想；命题限定在该书的理想阶段论中，不把它等同于康有为所有时期的即时政治主张。,late-qing-republic-2026-07-15-a,2026-07-17
liang-qichao-renew-the-people,liang-qichao,position,1900,1,true,politics-governance;ethics-cultivation;education-hermeneutics;history-culture,canonical,source-reviewed,bilingual-reviewed,reviewed,published,liang-qichao-renew-the-people,public-domain primary text,modern-primary-batch,2026-07-17
yan-fu-free-speech-civil-society,yan-fu,position,1903,2,false,politics-governance;ritual-law;history-culture,canonical,source-reviewed,bilingual-reviewed,reviewed,published,yan-fu-free-speech-civil-society,scholarly encyclopedia synthesis; primary-text collation remains desirable,modern-expansion-agent-2026-07-17,2026-07-17
sun-yat-sen-popular-sovereignty,sun-yat-sen,position,1905,1,true,politics-governance;ritual-law;history-culture,canonical,source-reviewed,bilingual-reviewed,reviewed,published,sun-yat-sen-popular-sovereignty,official institutional publication of primary text,modern-primary-batch,2026-07-17
zhang-taiyan-revolution-produces-public-reason-and-removes-custom,zhang-taiyan,position,1905,1,true,politics-governance;ritual-law;history-culture,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhang-taiyan-revolution-produces-public-reason-and-removes-custom,章太炎1903年论战文本中的直接主张；命题保留其针对康有为立宪论的语境，没有把论战判断泛化为一切革命必然进步。,late-qing-republic-2026-07-15-a,2026-07-17
he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy,he-zhen,position,1907,1,true,society-world;politics-governance,canonical,source-reviewed,bilingual-reviewed,reviewed,published,he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy,二手大学出版社概括，并非何震英文原句。作者在论文中常署“何震”，现代研究依其父姓殷与夫姓何称“He-Yin Zhen／何殷震”；本项目person_id he-zhen与该作者为同一人。该书将六篇文章明确归于她，避免沿用早期把其文字误归刘师培的做法。,late-qing-republic-2026-07-15-a,2026-07-17
cai-yuanpei-education-personality,cai-yuanpei,position,1915,1,true,education-hermeneutics;ethics-cultivation;aesthetics-art,canonical,source-reviewed,bilingual-reviewed,reviewed,published,cai-yuanpei-education-personality,public-domain primary text,modern-primary-batch,2026-07-17
hu-shi-hypothesis-verification-method,hu-shi,position,1919,2,false,knowledge-method;nature-technology;history-culture,canonical,source-reviewed,bilingual-reviewed,reviewed,published,hu-shi-hypothesis-verification-method,scholarly encyclopedia summary,modern-expansion-agent-2026-07-17,2026-07-17
liang-shuming-cultural-inward-moderation,liang-shuming,position,1921,1,true,history-culture;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,liang-shuming-cultural-inward-moderation,scholarly secondary summary of Liang's 1921 work,modern-confucian-source-pass,2026-07-17
zhang-junmai-mind-free-will-causality,zhang-junmai,position,1923,2,false,mind-human-nature;tiandao-metaphysics;nature-technology,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhang-junmai-mind-free-will-causality,scholarly reconstruction with references to Zhang's writings,modern-expansion-agent-2026-07-17,2026-07-17
sun-yat-sen-livelihood-public-responsibility,sun-yat-sen,position,1924,2,false,politics-governance;society-world,canonical,source-reviewed,bilingual-reviewed,reviewed,published,sun-yat-sen-livelihood-public-responsibility,secondary synthesis of the livelihood principle,modern-expansion-agent-2026-07-17,2026-07-17
hu-shi-problems-before-isms,hu-shi,position,1925,1,true,knowledge-method;politics-governance;history-culture,canonical,source-reviewed,bilingual-reviewed,reviewed,published,hu-shi-problems-before-isms,public-domain primary text,modern-primary-batch,2026-07-17
xiong-shili-wisdom-nondual,xiong-shili,position,1932,1,true,knowledge-method;mind-human-nature;tiandao-metaphysics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,xiong-shili-wisdom-nondual,"scholarly secondary summary citing Xiong 1932 [2015], pp. 21–26",modern-confucian-source-pass,2026-07-17
xiong-shili-reality-internal-self-realization,xiong-shili,position,1932,2,false,tiandao-metaphysics;mind-human-nature;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,xiong-shili-reality-internal-self-realization,SEP translation of and commentary on Xiong's New Treatise,modern-expansion-agent-2026-07-17,2026-07-17
lu-xun-selective-cultural-appropriation,lu-xun,position,1934,1,true,history-culture;aesthetics-art;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,lu-xun-selective-cultural-appropriation,据1934年鲁迅自著杂文；将其作为现代中国文化哲学节点，而非经院体系。,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
li-da-dialectics-logic-epistemology-unified-practical-philosophy,li-da,position,1935,1,true,knowledge-method;names-language,canonical,source-reviewed,bilingual-reviewed,reviewed,published,li-da-dialectics-logic-epistemology-unified-practical-philosophy,学术专著作者Nick Knight对李达《社会学大纲》的二手释义，不是李达英文原句；命题只采用该章明确归于李达的统一论。,late-qing-republic-2026-07-15-a,2026-07-17
ma-yifu-six-arts-interconnected-hermeneutic-whole,ma-yifu,position,1935,1,true,education-hermeneutics;tiandao-metaphysics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,ma-yifu-six-arts-interconnected-hermeneutic-whole,二手同行评审研究的概括；证据明确说明这是研究者对马一浮六艺论的重构，而非马一浮逐字引文。,late-qing-republic-2026-07-15-a,2026-07-17
zhang-dongsun-knowledge-culturally-and-linguistically-mediated,zhang-dongsun,position,1935,1,true,knowledge-method;names-language;history-culture,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhang-dongsun-knowledge-culturally-and-linguistically-mediated,IEP作者对张东荪认识论的二手概括，不是张东荪英文原句；命题严格限定为该节明确讨论的证据、感觉解释、充分理由与语言中介。,late-qing-republic-2026-07-15-a,2026-07-17
zhang-junmai-science-limited-before-free-life-outlook,zhang-junmai,position,1935,1,true,nature-technology;tiandao-metaphysics;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhang-junmai-science-limited-before-free-life-outlook,IEP对张君劢1923年演讲及后续哲学的二手概括；引文是百科条目作者的英文总结，不冒充张君劢原话。,late-qing-republic-2026-07-15-a,2026-07-17
ai-siqi-philosophy-worldview-practical,ai-siqi,position,1936,1,true,knowledge-method;politics-governance;education-hermeneutics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,ai-siqi-philosophy-worldview-practical,引文由复旦大学学术论文核对并讨论，短句本身见《大众哲学》多个版本；命题中的“影响认识和行动”是对该书整体通俗化目标的保守概括，不把后来的教科书体系全部倒推给艾思奇。,codex-zen-modern-source-review,2026-07-17
ai-siqi-philosophy-popular-language,ai-siqi,position,1936,2,false,education-hermeneutics;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,ai-siqi-philosophy-popular-language,conference-paper abstract; primary-edition collation pending,modern-expansion-agent-2026-07-17,2026-07-17
mao-zedong-contradiction-particularity-method,mao-zedong,position,1937,2,false,knowledge-method;politics-governance,canonical,source-reviewed,bilingual-reviewed,reviewed,published,mao-zedong-contradiction-particularity-method,primary digital text; collected-edition pagination pending,modern-expansion-agent-2026-07-17,2026-07-17
feng-youlan-true-real-realm,feng-youlan,position,1939,1,true,tiandao-metaphysics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,feng-youlan-true-real-realm,scholarly secondary summary with reference to Xin lixue,modern-confucian-source-pass,2026-07-17
feng-youlan-universal-particular-logical-analysis,feng-youlan,position,1940,2,false,tiandao-metaphysics;names-language;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,feng-youlan-universal-particular-logical-analysis,scholarly encyclopedia synthesis,modern-expansion-agent-2026-07-17,2026-07-17
he-lin-confucianism-organic-renewal,he-lin,position,1940,1,true,history-culture;education-hermeneutics;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,he-lin-confucianism-organic-renewal,使用1947年论文集扫描本；命题归于其中〈儒家思想的新开展〉，不把后来的“现代新儒家”学派标签当作贺麟自我定义。,codex-zen-modern-source-review,2026-07-17
jin-yuelin-dao-formed-stuff-unity,jin-yuelin,position,1940,1,true,tiandao-metaphysics;names-language,canonical,source-reviewed,bilingual-reviewed,reviewed,published,jin-yuelin-dao-formed-stuff-unity,胡军对金岳霖《论道》的二手学术重构；英文术语Form、Stuff对应金岳霖的“式”“能”，证据不是金岳霖英文原句。,late-qing-republic-2026-07-15-a,2026-07-17
mao-zedong-practice-truth,mao-zedong,position,1945,1,true,knowledge-method;nature-technology,canonical,source-reviewed,bilingual-reviewed,reviewed,published,mao-zedong-practice-truth,digital transcription; collected-works page locator pending,modern-primary-batch,2026-07-17
qian-mu-cultural-subjectivity-without-rejecting-western-methods,qian-mu,position,1945,1,true,history-culture;politics-governance,canonical,source-reviewed,bilingual-reviewed,reviewed,published,qian-mu-cultural-subjectivity-without-rejecting-western-methods,同行评审论文摘要对钱穆史学方法的二手概括，不是钱穆英文原句；命题保留作者所强调的“文化主体性不等于排外方法论”。,late-qing-republic-2026-07-15-a,2026-07-17
tang-junyi-human-spirit-intrinsic-value,tang-junyi,position,1953,1,true,history-culture;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,tang-junyi-human-spirit-intrinsic-value,"secondary discussion quoting Tang Junyi's collected works, TJCW 9:328",modern-confucian-source-pass,2026-07-17
fang-dongmei-universe-living-field,fang-dongmei,position,1960,1,true,tiandao-metaphysics;nature-technology;aesthetics-art,canonical,source-reviewed,bilingual-reviewed,reviewed,published,fang-dongmei-universe-living-field,网页是学术研究者对方东美原著的逐页引证，不是原书扫描；已保留版次和页码，后续可用《方东美全集》校订版复核标点，但命题不超出引文。,codex-zen-modern-source-review,2026-07-17
xu-fuguan-embodied-moral-recognition,xu-fuguan,position,1963,2,false,ethics-cultivation;mind-human-nature;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,xu-fuguan-embodied-moral-recognition,scholarly synthesis citing Xu 1953 and 1963,modern-expansion-agent-2026-07-17,2026-07-17
xu-fuguan-heart-fasting-artistic-subject,xu-fuguan,position,1965,1,true,aesthetics-art;mind-human-nature;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,xu-fuguan-heart-fasting-artistic-subject,来源为东海大学所藏作者手稿的学术整理，不是网络摘抄；整理者同时标示手稿、论文与专书版本异文，公开展示时应保留这一版本信息。,codex-zen-modern-source-review,2026-07-17
mou-zongsan-autonomy-known-practically,mou-zongsan,position,1971,1,true,ethics-cultivation;knowledge-method;mind-human-nature,canonical,source-reviewed,bilingual-reviewed,reviewed,published,mou-zongsan-autonomy-known-practically,scholarly secondary reconstruction citing Mou's collected works,modern-confucian-source-pass,2026-07-17
mou-zongsan-moral-feelings-true-self,mou-zongsan,position,1975,2,false,ethics-cultivation;mind-human-nature;tiandao-metaphysics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,mou-zongsan-moral-feelings-true-self,scholarly analysis including an explicit critical limitation,modern-expansion-agent-2026-07-17,2026-07-17
tang-junyi-affective-connection-mind-world,tang-junyi,position,1977,2,false,mind-human-nature;knowledge-method;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,tang-junyi-affective-connection-mind-world,scholarly synthesis citing Tang's collected works,modern-expansion-agent-2026-07-17,2026-07-17
lao-szekwang-fundamental-question-method,lao-sze-kwang,position,1980,1,true,education-hermeneutics;history-culture;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,lao-szekwang-fundamental-question-method,来源为中央研究院纪念专辑对劳思光原著的逐页引述与方法说明；命题区分劳本人的方法定义与纪念文章的评价，后续若接入原书扫描应以卷一第14—15页复核标点。,codex-zen-modern-source-review,2026-07-17
wang-ruoshui-real-social-practical-human,wang-ruoshui,position,1980,1,true,ethics-cultivation;politics-governance,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wang-ruoshui-real-social-practical-human,西南大学页面注明来源为人民出版社王若水论文集并提供全文；文章包含王若水论述与大段马克思引文，excerpt选取的是王若水自己的过渡判断，未把所引马克思原句误署给他。,codex-zen-modern-source-review,2026-07-17
wang-ruoshui-socialist-alienation-humanism,wang-ruoshui,position,1983,2,false,ethics-cultivation;politics-governance;society-world,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wang-ruoshui-socialist-alienation-humanism,translated primary article; exact Chinese-edition pagination remains pending,modern-expansion-agent-2026-07-17,2026-07-17
li-zehou-subjectality-productive-practice,li-zehou,position,1985,1,true,knowledge-method;history-culture;aesthetics-art,canonical,source-reviewed,bilingual-reviewed,reviewed,published,li-zehou-subjectality-productive-practice,命题依据李泽厚本人1999年回应文；短引语来自其1985年说明并由同行评审研究逐字转引。由于1985年原刊在线不可访问，明确标注交叉来源，不伪装成网页直引。,codex-primary-source-pass,2026-07-17
zhang-dainian-inclusive-harmony,zhang-dainian,position,1987,1,true,knowledge-method;ethics-cultivation;history-culture,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhang-dainian-inclusive-harmony,清华大学页面由张岱年研究者逐卷页引用《全集》；省略号连接同一概念在两篇原著中的两次界定，展示时不应伪装成单一连续原句。,codex-zen-modern-source-review,2026-07-17
feng-qi-wisdom-general-epistemology,feng-qi,position,1988,2,false,knowledge-method;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,feng-qi-wisdom-general-epistemology,peer-reviewed secondary abstract; full-text page collation recommended,modern-expansion-agent-2026-07-17,2026-07-17
zhang-dainian-creative-comprehensive-synthesis,zhang-dainian,position,1988,2,false,tiandao-metaphysics;history-culture,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhang-dainian-creative-comprehensive-synthesis,academic book chapter; full-text locator should be refined in the next source pass,modern-expansion-agent-2026-07-17,2026-07-17
li-zehou-cultural-sedimentation-aesthetic-body,li-zehou,position,1989,2,false,aesthetics-art;history-culture;mind-human-nature,canonical,source-reviewed,bilingual-reviewed,reviewed,published,li-zehou-cultural-sedimentation-aesthetic-body,university-press secondary interpretation; claim cross-checked against Li's established sedimentation framework,modern-expansion-agent-2026-07-17,2026-07-17
feng-qi-theory-into-method-and-virtue,feng-qi,position,1990,1,true,knowledge-method;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,feng-qi-theory-into-method-and-virtue,网页转载的是冯契本人《智慧说三篇》导论，而非后人概述；excerpt以省略号连接同篇首尾相关句，不能作为连续原句引用。,codex-zen-modern-source-review,2026-07-17
zhang-shiying-difference-and-interconnection,zhang-shiying,position,1995,1,true,tiandao-metaphysics;education-hermeneutics;history-culture,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhang-shiying-difference-and-interconnection,来源是北京大学学报作者论文的正式书目信息与摘要；excerpt用省略号连接摘要首句和结句，命题严格限于摘要可直接支持的论证。,codex-zen-modern-source-review,2026-07-17
cheng-chung-ying-onto-hermeneutic-integration,cheng-chung-ying,position,2000,1,true,education-hermeneutics;tiandao-metaphysics;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,cheng-chung-ying-onto-hermeneutic-integration,规范命题概括整篇论文的系统论证；excerpt仅保留作者题名中的概念组合，不制造无法逐字核对的引语。,codex-primary-source-pass,2026-07-17
tu-weiming-anthropocosmic-embedded-humanity,tu-weiming,position,2001,1,true,nature-technology;ethics-cultivation;religion-transcendence,canonical,source-reviewed,bilingual-reviewed,reviewed,published,tu-weiming-anthropocosmic-embedded-humanity,作者本人论文；命题不把“anthropocosmic”翻成取消人类特殊责任的自然整体主义。,codex-primary-source-pass,2026-07-17
wang-hui-depoliticization-naturalizes-power,wang-hui,position,2006,1,true,politics-governance;history-culture;society-world,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wang-hui-depoliticization-naturalizes-power,作者本人文章的英译版；解释区分其规范性的“政治”与日常意义的权力政治，不据学术主张评价作者身份。,codex-primary-source-pass,2026-07-17
zhao-tingyang-world-as-political-unit,zhao-tingyang,position,2009,1,true,society-world;politics-governance;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhao-tingyang-world-as-political-unit,作者本人同行评审论文；使用作者的“neo-universalism”自我定位，不把天下概念等同于任何现行国家政策。,codex-primary-source-pass,2026-07-17
yang-guorong-concrete-metaphysics-authentic-being,yang-guorong,position,2011,1,true,tiandao-metaphysics;ethics-cultivation;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,yang-guorong-concrete-metaphysics-authentic-being,作者本人英译论文集；短语由期刊专题导论对其体系的概括交叉核对，规范命题则依据Brill开放全书相关章节。,codex-primary-source-pass,2026-07-17
robin-wang-yinyang-relational-generativity,robin-wang,position,2012,1,true,tiandao-metaphysics;nature-technology;society-world,canonical,source-reviewed,bilingual-reviewed,reviewed,published,robin-wang-yinyang-relational-generativity,作者本人著作及Cambridge预览；五类关系与生成论依据导论，性别限定依据全书对历史用法的分析，不把阴阳本质化。,codex-primary-source-pass,2026-07-17
jiang-qing-triple-political-legitimacy,jiang-qing,position,2013,1,true,politics-governance;society-world;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,jiang-qing-triple-political-legitimacy,作者本人章节；“天、地、人”的现代制度解释为作者方案，不能倒推成《春秋公羊传》已有同一制度设计。,codex-primary-source-pass,2026-07-17
chen-lai-relational-value-priorities,chen-lai,position,2015,1,true,ethics-cultivation;history-culture;politics-governance,canonical,source-reviewed,bilingual-reviewed,reviewed,published,chen-lai-relational-value-priorities,引文由清华大学机构页明确归于作者新著；解释使用“价值偏好”是陈来本人对比较方法的说明，避免将描述性比较写成政治身份判断。,codex-primary-source-pass,2026-07-17
huang-yong-self-other-one-body,huang-yong,position,2018,1,true,ethics-cultivation;mind-human-nature,canonical,source-reviewed,bilingual-reviewed,reviewed,published,huang-yong-self-other-one-body,作者本人同行评审论文；excerpt来自出版社公开摘要，命题不扩展为对所有儒家文本的唯一解释。,codex-primary-source-pass,2026-07-17
bai-tongdong-confucian-hybrid-regime,bai-tongdong,position,2019,1,true,politics-governance;ethics-cultivation;ritual-law,canonical,source-reviewed,bilingual-reviewed,reviewed,published,bai-tongdong-confucian-hybrid-regime,作者本人PUP专著；excerpt来自出版社公开摘要。解释保持规范论证与现实政体评价之间的界线。,codex-primary-source-pass,2026-07-17
li-chenyang-dynamic-harmony-through-difference,li-chenyang,position,2023,1,true,ethics-cultivation;politics-governance;tiandao-metaphysics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,li-chenyang-dynamic-harmony-through-difference,作者本人OUP章节；excerpt来自出版社公开摘要，节点避免将和谐误写为无差别一致。,codex-primary-source-pass,2026-07-17
