relation_id,source_claim_id,target_claim_id,polarity,subtype,basis,direction,historical_influence,evidence_review_status,relation_review_status,publish_status,reviewer,reviewed_at
density-xp-songqing-modern-14-ruan-yuan-ren-between-persons-cheng-chung-ying-onto-hermeneutic-integration,ruan-yuan-ren-between-persons,cheng-chung-ying-onto-hermeneutic-integration,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-songqing-modern-15-li-gong-learning-is-enactment-yan-fu-national-strength-people-capacity-intelligence-virtue,li-gong-learning-is-enactment,yan-fu-national-strength-people-capacity-intelligence-virtue,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-songqing-modern-16-ma-zhu-divine-unity-obedience-tan-sitong-ren-as-communication,ma-zhu-divine-unity-obedience,tan-sitong-ren-as-communication,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-songqing-modern-17-ma-zhu-divine-unity-obedience-yan-fu-national-strength-people-capacity-intelligence-virtue,ma-zhu-divine-unity-obedience,yan-fu-national-strength-people-capacity-intelligence-virtue,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
density-xp-songqing-modern-18-zhang-xuecheng-six-classics-are-history-lao-szekwang-fundamental-question-method,zhang-xuecheng-six-classics-are-history,lao-szekwang-fundamental-question-method,positive,domain-overlap,taxonomy-overlap-and-located-claim-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-cross-period-density-2026-07-17,2026-07-17
modern-density-bai-jiang-meritocratic-legitimacy,bai-tongdong-confucian-hybrid-regime,jiang-qing-triple-political-legitimacy,positive,similarity,historian,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-cai-hu-new-culture-method,cai-yuanpei-education-personality,hu-shi-hypothesis-verification-method,positive,expansion,historian,undirected,probable,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-cai-mayifu-education-canon,cai-yuanpei-education-personality,ma-yifu-six-arts-interconnected-hermeneutic-whole,positive,expansion,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-chen-li-mainland-confucian-revisions,chen-lai-relational-value-priorities,li-zehou-cultural-sedimentation-aesthetic-body,negative,contrast,historian,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-cheng-yang-onto-hermeneutic-concrete,cheng-chung-ying-onto-hermeneutic-integration,yang-guorong-concrete-metaphysics-authentic-being,positive,similarity,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-fang-tang-teacher-huayan,fang-dongmei-universe-living-field,tang-junyi-affective-connection-mind-world,positive,expansion,historian,directed,explicit,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-fang-tu-living-cosmos,fang-dongmei-universe-living-field,tu-weiming-anthropocosmic-embedded-humanity,positive,expansion,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-gong-wei-reform-knowledge,gong-zizhen-institutions-change-talent-judgment,wei-yuan-learn-foreign-techniques-for-strategic-agency,positive,expansion,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-gong-zhangtaiyan-change-revolution,gong-zizhen-institutions-change-talent-judgment,zhang-taiyan-revolution-produces-public-reason-and-removes-custom,positive,expansion,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-helin-zhangshiying-idealism-renewal,he-lin-confucianism-organic-renewal,zhang-shiying-difference-and-interconnection,positive,expansion,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-hezhen-wanghui-denaturalize-domination,he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy,wang-hui-depoliticization-naturalizes-power,positive,similarity,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-huang-li-harmony-self-other,huang-yong-self-other-one-body,li-chenyang-dynamic-harmony-through-difference,positive,expansion,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-jin-fengyoulan-system-metaphysics,jin-yuelin-dao-formed-stuff-unity,feng-youlan-universal-particular-logical-analysis,positive,similarity,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-lao-xu-method-history,lao-szekwang-fundamental-question-method,xu-fuguan-embodied-moral-recognition,positive,expansion,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-lao-zhangdainian-reconstruction-method,lao-szekwang-fundamental-question-method,zhang-dainian-creative-comprehensive-synthesis,positive,similarity,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-lida-jin-logic-metaphysics,li-da-dialectics-logic-epistemology-unified-practical-philosophy,jin-yuelin-dao-formed-stuff-unity,negative,contrast,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-lida-mao-practical-dialectics,li-da-dialectics-logic-epistemology-unified-practical-philosophy,mao-zedong-contradiction-particularity-method,positive,expansion,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-mayifu-qianmu-cultural-continuity,ma-yifu-six-arts-interconnected-hermeneutic-whole,qian-mu-cultural-subjectivity-without-rejecting-western-methods,positive,similarity,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-qian-chen-cultural-subject-values,qian-mu-cultural-subjectivity-without-rejecting-western-methods,chen-lai-relational-value-priorities,positive,expansion,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-tan-hezhen-equality-barriers,tan-sitong-ren-as-communication,he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy,positive,expansion,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-tan-huang-self-other-continuity,tan-sitong-ren-as-communication,huang-yong-self-other-one-body,positive,similarity,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-tu-robin-cosmic-relationality,tu-weiming-anthropocosmic-embedded-humanity,robin-wang-yinyang-relational-generativity,positive,expansion,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-wanghui-wangruoshui-critical-humanism,wang-hui-depoliticization-naturalizes-power,wang-ruoshui-socialist-alienation-humanism,positive,similarity,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-wei-tu-technology-cosmos,wei-yuan-learn-foreign-techniques-for-strategic-agency,tu-weiming-anthropocosmic-embedded-humanity,positive,expansion,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-zhangshiying-cheng-interconnection-hermeneutics,zhang-shiying-difference-and-interconnection,cheng-chung-ying-onto-hermeneutic-integration,positive,similarity,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-zhangtaiyan-kang-revolution-refutation,zhang-taiyan-revolution-produces-public-reason-and-removes-custom,kang-youwei-great-unity-abolish-national-boundaries,negative,refutation,historian,directed,explicit,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-density-zhao-bai-world-regime-scale,zhao-tingyang-world-as-political-unit,bai-tongdong-confucian-hybrid-regime,negative,contrast,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-fengqi-zhangdainian-knowledge-synthesis,feng-qi-wisdom-general-epistemology,zhang-dainian-creative-comprehensive-synthesis,positive,similarity,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-fengyoulan-zhangdainian-synthesis,feng-youlan-universal-particular-logical-analysis,zhang-dainian-creative-comprehensive-synthesis,positive,expansion,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-hu-zhang-science-life-debate,hu-shi-hypothesis-verification-method,zhang-junmai-mind-free-will-causality,negative,refutation,historian,undirected,explicit,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-liangqichao-zhangjunmai-science-limits,liang-qichao-renew-the-people,zhang-junmai-mind-free-will-causality,positive,agreement,historian,directed,explicit,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-liangshuming-zhangjunmai-debate-camp,liang-shuming-cultural-inward-moderation,zhang-junmai-mind-free-will-causality,positive,agreement,historian,undirected,explicit,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-mao-ai-dialectics-popularization,ai-siqi-philosophy-popular-language,mao-zedong-contradiction-particularity-method,positive,similarity,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-mao-li-zehou-practice-sedimentation,mao-zedong-practice-truth,li-zehou-cultural-sedimentation-aesthetic-body,positive,expansion,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-mou-xu-transcendental-disagreement,mou-zongsan-moral-feelings-true-self,xu-fuguan-embodied-moral-recognition,negative,contrast,historian,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-sun-jiangqing-legitimacy-contrast,sun-yat-sen-popular-sovereignty,jiang-qing-triple-political-legitimacy,negative,contrast,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-tang-xu-moral-knowledge-distinction,tang-junyi-affective-connection-mind-world,xu-fuguan-embodied-moral-recognition,positive,similarity,historian,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-wangruoshui-mao-socialist-critique,wang-ruoshui-socialist-alienation-humanism,mao-zedong-practice-truth,negative,contrast,historian,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-xiong-li-zehou-inward-historical-subject,xiong-shili-reality-internal-self-realization,li-zehou-cultural-sedimentation-aesthetic-body,negative,contrast,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-xiong-mou-internal-moral-knowing,xiong-shili-reality-internal-self-realization,mou-zongsan-moral-feelings-true-self,positive,expansion,historian,directed,explicit,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-xiong-tang-inward-affective-knowing,xiong-shili-reality-internal-self-realization,tang-junyi-affective-connection-mind-world,positive,expansion,historian,directed,probable,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-xiong-xu-embodied-recognition,xiong-shili-reality-internal-self-realization,xu-fuguan-embodied-moral-recognition,positive,expansion,historian,directed,explicit,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-yan-hu-scientific-liberal-modernity,yan-fu-free-speech-civil-society,hu-shi-hypothesis-verification-method,positive,expansion,historian,directed,probable,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-yan-sun-civil-political-agency,yan-fu-free-speech-civil-society,sun-yat-sen-popular-sovereignty,positive,expansion,editorial,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-zhangdongsun-zhangjunmai-debate-camp,zhang-dongsun-knowledge-culturally-and-linguistically-mediated,zhang-junmai-mind-free-will-causality,positive,agreement,historian,undirected,explicit,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-zhangjunmai-mao-freewill-dialectics,zhang-junmai-mind-free-will-causality,mao-zedong-contradiction-particularity-method,negative,contrast,historian,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,modern-expansion-agent-2026-07-17,2026-07-17
rel-ban-zhao-hanyu-ethical-order,ban-zhao-educate-women,han-yu-ren-yi-dao-de,positive,qualified-similarity,historian-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-bodhidharma-shenxiu-practice-lineage,bodhidharma-two-entrances-practice,shenxiu-concentrate-mind-quiet-thought,positive,chan-practice-development,lineage-and-practice-comparison,directed,probable,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-confucius-hanyu-succession,confucius-ren-ritual,han-yu-confucian-succession,positive,claimed-lineage,primary-explicit-genealogy,directed,explicit,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-confucius-harmony-junzi,confucius-harmony-difference,confucius-superior-person,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-confucius-junzi-ren,confucius-superior-person,confucius-ren-ritual,positive,agreement,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-confucius-laozi-ritual-wuwei,confucius-ren-ritual,laozi-wuwei-transformation,negative,contrast,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-confucius-mencius-cultivation,confucius-ren-ritual,mencius-moral-sprouts,positive,expansion,historian,undirected,probable,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-13
rel-confucius-mencius-kingly-way,confucius-rule-virtue,mencius-kingly-way,positive,expansion,historian,undirected,probable,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-confucius-mencius-rightness-profit,confucius-superior-person,mencius-rightness-profit,positive,expansion,historian,undirected,probable,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-confucius-mencius-rule,confucius-rule-virtue,mencius-people-priority,positive,expansion,historian,undirected,probable,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-13
rel-confucius-mozi-care,confucius-reciprocity,mozi-inclusive-care,positive,similarity,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-13
rel-confucius-mozi-music,confucius-ren-ritual,mozi-frugality,negative,contrast,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-confucius-mozi-partiality,confucius-ren-ritual,mozi-inclusive-care,negative,contrast,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-13
rel-confucius-reciprocity-ren,confucius-reciprocity,confucius-ren-ritual,positive,agreement,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-confucius-rectification-language-dao,confucius-rectification-names,laozi-language-dao,negative,contrast,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-confucius-ren-rectification,confucius-ren-ritual,confucius-rectification-names,positive,expansion,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-confucius-superior-mencius-nature,confucius-superior-person,mencius-nature-good,positive,expansion,historian,undirected,probable,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-confucius-virtue-rectification,confucius-rule-virtue,confucius-rectification-names,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-confucius-xunzi-rectification,confucius-rectification-names,xunzi-rectification-names,positive,expansion,historian,undirected,probable,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-confucius-xunzi-ritual,confucius-ren-ritual,xunzi-ritual-order,positive,expansion,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-13
rel-daosheng-huineng-buddha-nature,daosheng-all-beings-can-become-buddhas,huineng-intrinsically-pure-self-nature,positive,conceptual-development,historian-comparison,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-dong-heaven-warnings-five-phases,dong-zhongshu-five-phases-governance,dong-zhongshu-heaven-warns-ruler,positive,expansion,primary-text-comparison,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-dong-liuzongyuan-heaven-human,dong-zhongshu-heaven-warns-ruler,liu-zongyuan-heaven-human-separate-functions,negative,rebuttal,cross-period-doctrinal-comparison,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-dong-zhou-dunyi-correlative-cosmos,dong-zhongshu-five-phases-governance,zhou-dunyi-taiji-yinyang-generation,positive,cross-period-development,historian-comparison,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-dongzhongshu-xunzi-heaven,dong-zhongshu-heaven-warns-ruler,xunzi-heaven-constant,negative,contrast,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-dukezhou-textual-image-hanyu-genealogy,duke-zhou-textual-image-bright-virtue-cautious-punishment,han-yu-confucian-succession,positive,later-genealogical-reuse,received-classic-and-tang-genealogy,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-dushun-fazang-huayan,du-shun-emptiness-form-nonobstruction,fazang-one-is-all-nonobstruction,positive,school-development,historian-comparison,directed,probable,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-fazang-zongmi-huayan-mind,fazang-one-is-all-nonobstruction,zongmi-originally-aware-true-mind,positive,school-development,huayan-lineage-and-doctrine,directed,probable,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-fuxi-textual-image-wangbi-symbols,fuxi-textual-image-patterns-to-trigrams,wang-bi-forget-words-grasp-meaning,positive,later-hermeneutic-development,received-yijing-textual-tradition,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-gehong-technique-and-virtue,ge-hong-immortality-learnable,ge-hong-virtue-precedes-immortality,positive,qualification,same-author-primary-text,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-guanzhong-wangfu-material-governance,guan-zhong-material-security-moral-order,wang-fu-people-ground-state,positive,material-governance-development,school-text-and-han-essay-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-guoxiang-peiwei-self-generation,pei-wei-being-self-generates,guo-xiang-things-self-generate,positive,similarity,historian-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-han-fei-xunzi-nature,han-fei-two-handles,xunzi-nature-transformation,positive,expansion,historian,undirected,probable,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-hanyu-li-ao-nature-cultivation,han-yu-ren-yi-dao-de,li-ao-nature-obscured-by-emotions,positive,confucian-revival-development,historian-comparison,directed,probable,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-hanyu-zhou-dunyi-confucian-revival,han-yu-confucian-succession,zhou-dunyi-sincerity-root-practice,positive,historical-bridge,intellectual-history-comparison,directed,probable,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-heyan-wangbi-nonbeing,he-yan-nonbeing-ground-of-being,wang-bi-being-rooted-in-nonbeing,positive,similarity,historian-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-huangbo-linji-teacher-disciple,huangbo-one-mind-no-external-buddha,linji-master-of-every-situation,positive,teacher-disciple-development,recorded-encounter,directed,explicit,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-huangdi-medical-image-jikang-nourishing-life,huangdi-medical-tradition-regulated-life,ji-kang-nourishing-life-unifies-body-spirit,positive,nourishing-life-tradition,received-medical-dialogue-comparison,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-huantan-fanzhen-body-spirit,huan-tan-spirit-dependent-on-body,fan-zhen-mind-function-of-body,positive,similarity,historian-comparison,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-huineng-mazu-mind,huineng-intrinsically-pure-self-nature,mazu-mind-is-buddha,positive,school-development,chan-lineage-tradition,directed,probable,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-huineng-shenhui-no-thought,huineng-intrinsically-pure-self-nature,shenhui-no-thought-and-nonaction,positive,school-development,lineage-and-doctrinal-continuity,directed,probable,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-huishi-zhuangzi-oneness,hui-shi-great-one-small-one,zhuangzi-ten-thousand-one,positive,similarity,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-huiyuan-confucian-ritual-autonomy,confucius-ren-ritual,huiyuan-monastic-autonomy,negative,qualified-institutional-contrast,primary-political-religious-argument,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-jikang-sound-cultivation,ji-kang-sound-without-emotion,ji-kang-nourishing-life-unifies-body-spirit,positive,extension,same-author-primary-text,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-kingwen-textual-qian-wangbi-commentary,king-wen-textual-tradition-qian-constancy,wang-bi-forget-words-grasp-meaning,positive,later-commentarial-object,received-yijing-and-commentary,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-laozi-confucius-government,laozi-wuwei-transformation,confucius-rule-virtue,positive,similarity,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-13
rel-laozi-contentment-softness,laozi-contentment,laozi-softness-overcomes,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-laozi-contentment-zhuangzi-wandering,laozi-contentment,zhuangzi-free-easy-wandering,positive,similarity,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-laozi-dao-wuwei,laozi-language-dao,laozi-wuwei-transformation,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-laozi-reversal-life-death,laozi-reversal-dao,zhuangzi-life-death,positive,expansion,historian,undirected,probable,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-laozi-reversal-natural,laozi-reversal-dao,laozi-model-naturalness,positive,agreement,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-laozi-reversal-softness,laozi-reversal-dao,laozi-softness-overcomes,positive,agreement,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-laozi-shangyang-wuwei-law,laozi-wuwei-transformation,shang-yang-law-trust-authority,negative,contrast,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-laozi-softness-zhuangzi-skill,laozi-softness-overcomes,zhuangzi-skill-cultivation,positive,expansion,historian,undirected,probable,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-laozi-sunzi-softness-strategy,laozi-softness-overcomes,sunzi-victory-before-battle,positive,similarity,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-laozi-wuwei-confucius-virtue,laozi-wuwei-transformation,confucius-rule-virtue,negative,contrast,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-laozi-wuwei-naturalness,laozi-wuwei-transformation,laozi-model-naturalness,positive,agreement,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-laozi-xunzi-nature,laozi-model-naturalness,xunzi-heaven-constant,positive,similarity,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-13
rel-laozi-zhuangzi-language,laozi-language-dao,zhuangzi-perspectives,positive,expansion,historian,undirected,probable,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-13
rel-laozi-zhuangzi-naturalness,laozi-model-naturalness,zhuangzi-ten-thousand-one,positive,similarity,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-13
rel-laozi-zhuangzi-reversal-qiwu,laozi-reversal-dao,zhuangzi-ten-thousand-one,positive,similarity,historian,undirected,probable,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-liao-chengyi-nature,li-ao-nature-obscured-by-emotions,cheng-yi-nature-is-principle,positive,cross-period-development,historian-comparison,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-liao-zongmi-original-mind,li-ao-nature-obscured-by-emotions,zongmi-originally-aware-true-mind,positive,structural-similarity,historian-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-liezi-generation-guoxiang-self-transformation,liezi-ceaseless-generation-transformation,guo-xiang-things-self-generate,positive,process-metaphysics-similarity,received-daoist-text-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-lisi-hanfei-statecraft-contrast,li-si-state-strength-through-inclusion,han-fei-two-handles,positive,statecraft-complement,primary-political-text-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-liuan-dao-qi-cosmogony,liu-an-dao-encompasses-cosmos,liu-an-qi-differentiates-cosmos,positive,expansion,primary-text-comparison,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-liuan-zhangzai-qi-cosmology,liu-an-qi-differentiates-cosmos,zhang-zai-great-void-qi,positive,cross-period-similarity,historian-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
