relation_id,source_id,locator,excerpt_id,evidence_role,evidence_status,reviewer,reviewed_at
modern-rel-sun-jiangqing-legitimacy-contrast,sunyatsen-sanmin-primary,《三民主义》‘民权主义’开篇,ex-sun-yat-sen-popular-sovereignty,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-tang-xu-moral-knowledge-distinction,sep-modern-confucianism-expansion-2023,sections 3.1–3.2,ex-modern-rel-tang-xu-moral-knowledge-distinction-1,comparative-analysis,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-tang-xu-moral-knowledge-distinction,sep-modern-confucianism-expansion-2023,"section 3.2, paragraphs 6–9",ex-tang-junyi-affective-connection-mind-world,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-tang-xu-moral-knowledge-distinction,sep-modern-confucianism-expansion-2023,"sections 3.1 and 4.4, paragraphs 1–7",ex-xu-fuguan-embodied-moral-recognition,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-wangruoshui-mao-socialist-critique,mia-mao-on-practice,《实践论》结论部分,ex-mao-zedong-practice-truth,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-wangruoshui-mao-socialist-critique,sage-wang-ruoshui-alienation-1984,journal editorial introduction,ex-modern-rel-wangruoshui-mao-socialist-critique-1,historical-context,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-wangruoshui-mao-socialist-critique,sage-wang-ruoshui-alienation-1984,journal landing-page abstract and editorial introduction,ex-wang-ruoshui-socialist-alienation-humanism,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-xiong-li-zehou-inward-historical-subject,sep-modern-confucianism-expansion-2023,"section 3, paragraphs 4–6",ex-modern-rel-xiong-li-zehou-inward-historical-subject-1,conceptual-comparison,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-xiong-li-zehou-inward-historical-subject,sep-modern-confucianism-expansion-2023,"section 3, paragraphs 4–6, citing Xiong 1932 [2015], pp. 25–26, 159",ex-xiong-shili-reality-internal-self-realization,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-xiong-li-zehou-inward-historical-subject,uhp-li-zehou-sedimentation-2018,"chapter 13, pp. 313–334, title and chapter framing",ex-li-zehou-cultural-sedimentation-aesthetic-body,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-xiong-mou-internal-moral-knowing,sep-modern-confucianism-expansion-2023,"section 1, paragraphs 9–11; section 3, paragraph 6",ex-modern-rel-xiong-mou-internal-moral-knowing-1,historical-influence,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-xiong-mou-internal-moral-knowing,sep-modern-confucianism-expansion-2023,"section 3, paragraphs 4–6, citing Xiong 1932 [2015], pp. 25–26, 159",ex-xiong-shili-reality-internal-self-realization,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-xiong-mou-internal-moral-knowing,sep-modern-confucianism-expansion-2023,"section 4.2, paragraphs 4–10",ex-mou-zongsan-moral-feelings-true-self,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-xiong-tang-inward-affective-knowing,sep-modern-confucianism-expansion-2023,"section 1, paragraphs 10–12; section 3, paragraph 6",ex-modern-rel-xiong-tang-inward-affective-knowing-1,historical-context,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-xiong-tang-inward-affective-knowing,sep-modern-confucianism-expansion-2023,"section 3, paragraphs 4–6, citing Xiong 1932 [2015], pp. 25–26, 159",ex-xiong-shili-reality-internal-self-realization,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-xiong-tang-inward-affective-knowing,sep-modern-confucianism-expansion-2023,"section 3.2, paragraphs 6–9",ex-tang-junyi-affective-connection-mind-world,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-xiong-xu-embodied-recognition,sep-modern-confucianism-expansion-2023,sections 3.1 paragraph 1 and 4.4 paragraph 1,ex-modern-rel-xiong-xu-embodied-recognition-1,historical-influence,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-xiong-xu-embodied-recognition,sep-modern-confucianism-expansion-2023,"section 3, paragraphs 4–6, citing Xiong 1932 [2015], pp. 25–26, 159",ex-xiong-shili-reality-internal-self-realization,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-xiong-xu-embodied-recognition,sep-modern-confucianism-expansion-2023,"sections 3.1 and 4.4, paragraphs 1–7",ex-xu-fuguan-embodied-moral-recognition,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-yan-hu-scientific-liberal-modernity,iep-modern-chinese-expansion,"sections 4.a–4.c, especially transition after Yan Fu",ex-modern-rel-yan-hu-scientific-liberal-modernity-1,historical-context,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-yan-hu-scientific-liberal-modernity,iep-modern-chinese-expansion,"section 4.a ‘Yan Fu and Western Learning’, paragraph 2",ex-yan-fu-free-speech-civil-society,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-yan-hu-scientific-liberal-modernity,iep-modern-chinese-expansion,"section 4.c ‘Hu Shi’, final paragraph",ex-hu-shi-hypothesis-verification-method,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-yan-sun-civil-political-agency,iep-modern-chinese-expansion,sections 3.b and 4.a,ex-modern-rel-yan-sun-civil-political-agency-1,conceptual-comparison,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-yan-sun-civil-political-agency,iep-modern-chinese-expansion,"section 4.a ‘Yan Fu and Western Learning’, paragraph 2",ex-yan-fu-free-speech-civil-society,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-yan-sun-civil-political-agency,sunyatsen-sanmin-primary,《三民主义》‘民权主义’开篇,ex-sun-yat-sen-popular-sovereignty,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-zhangdongsun-zhangjunmai-debate-camp,iep-modern-chinese-expansion,"section 4.e, final paragraph",ex-modern-rel-zhangdongsun-zhangjunmai-debate-camp-1,historical-debate,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-zhangdongsun-zhangjunmai-debate-camp,iep-zhang-junmai-expansion,"section 2, paragraphs 7–10",ex-zhang-junmai-mind-free-will-causality,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-zhangdongsun-zhangjunmai-debate-camp,src-zhangdongsun-iep-topics,“Zhang Dongsun: Pluralistic Cultural Epistemology”第2—3段,ex-zhang-dongsun-knowledge-culturally-and-linguistically-mediated,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-zhangjunmai-mao-freewill-dialectics,iep-zhang-junmai-expansion,"section 2, paragraphs 10–18",ex-modern-rel-zhangjunmai-mao-freewill-dialectics-1,comparative-analysis,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
modern-rel-zhangjunmai-mao-freewill-dialectics,iep-zhang-junmai-expansion,"section 2, paragraphs 7–10",ex-zhang-junmai-mind-free-will-causality,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
modern-rel-zhangjunmai-mao-freewill-dialectics,mia-mao-on-contradiction-expansion,《矛盾论》第四节‘主要的矛盾和主要的矛盾方面’末段,ex-mao-zedong-contradiction-particularity-method,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-ban-zhao-hanyu-ethical-order,src-banzhao-nvjie,〈夫婦第二〉末段,ex-ban-zhao-educate-women,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-ban-zhao-hanyu-ethical-order,src-hanyu-yuandao,《原道》开篇,ex-rel-ban-zhao-hanyu-ethical-order-1,primary-conceptual-support,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-ban-zhao-hanyu-ethical-order,src-hanyu-yuandao,〈原道〉开篇定义段,ex-han-yu-ren-yi-dao-de,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-bodhidharma-shenxiu-practice-lineage,src-bodhidharma-two-entrances-critical-study,敦煌本《二入四行论长卷子》二入总纲及行入段，研究本PDF第141页,ex-rel-bodhidharma-shenxiu-practice-lineage-1,attributed-primary-lineage-support,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-bodhidharma-shenxiu-practice-lineage,src-bodhidharma-two-entrances-critical-study,PDF第141页，《二入四行论》本文开篇“夫入道多途”至“四行”目录,ex-bodhidharma-two-entrances-practice,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-bodhidharma-shenxiu-practice-lineage,src-shenxiu-datongbei,《唐文粹》卷六十三〈荊州玉泉寺大通禪師碑銘並序〉“开法大略”段,ex-shenxiu-concentrate-mind-quiet-thought,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-hanyu-succession,ctext-analects,Analects 12.1 / 《论语·颜渊》,ex-confucius-ren-ritual,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-hanyu-succession,src-hanyu-yuandao,《原道》道统谱系段,ex-rel-confucius-hanyu-succession-1,primary-explicit-genealogy,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-confucius-hanyu-succession,src-hanyu-yuandao,《原道》中段，道之传承谱系,ex-han-yu-confucian-succession,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-harmony-junzi,ctext-analects,Analects 13.23 / 《论语·子路》,ex-confucius-harmony-difference,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-harmony-junzi,ctext-analects,Analects 4.16 / 《论语·里仁》,ex-confucius-superior-person,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-junzi-ren,ctext-analects,Analects 4.16 / 《论语·里仁》,ex-confucius-superior-person,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-junzi-ren,ctext-analects,Analects 12.1 / 《论语·颜渊》,ex-confucius-ren-ritual,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-laozi-ritual-wuwei,ctext-analects,Analects 12.1 / 《论语·颜渊》,ex-confucius-ren-ritual,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-laozi-ritual-wuwei,ctext-laozi,Dao De Jing 37 / 《道德经》第三十七章,ex-laozi-wuwei-transformation,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-mencius-cultivation,ctext-analects,Analects 12.1 / 《论语·颜渊》,ex-confucius-ren-ritual,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-mencius-cultivation,ctext-mengzi,Mengzi 2A.6 / 《孟子·公孙丑上》,ex-mencius-moral-sprouts,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-mencius-kingly-way,ctext-analects,Analects 2.1 / 《论语·为政》,ex-confucius-rule-virtue,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-mencius-kingly-way,ctext-mengzi,Mengzi 1A / 《孟子·梁惠王上》,ex-mencius-kingly-way,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-mencius-rightness-profit,ctext-analects,Analects 4.16 / 《论语·里仁》,ex-confucius-superior-person,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-mencius-rightness-profit,ctext-mengzi,Mengzi 1A.1 / 《孟子·梁惠王上》,ex-mencius-rightness-profit,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-mencius-rule,ctext-analects,Analects 2.1 / 《论语·为政》,ex-confucius-rule-virtue,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-mencius-rule,ctext-mengzi,Mengzi 7B.14 / 《孟子·尽心下》,ex-mencius-people-priority,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-mozi-care,ctext-analects,Analects 15.24 / 《论语·卫灵公》,ex-confucius-reciprocity,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-mozi-care,ctext-mozi,Mozi: Universal Love II / 《墨子·兼爱中》,ex-mozi-inclusive-care,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-mozi-music,ctext-analects,Analects 12.1 / 《论语·颜渊》,ex-confucius-ren-ritual,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-mozi-music,ctext-mozi,Mozi: Frugality / 《墨子·节用》,ex-mozi-frugality,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-mozi-partiality,ctext-analects,Analects 12.1 / 《论语·颜渊》,ex-confucius-ren-ritual,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-mozi-partiality,ctext-mozi,Mozi: Universal Love II / 《墨子·兼爱中》,ex-mozi-inclusive-care,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-reciprocity-ren,ctext-analects,Analects 15.24 / 《论语·卫灵公》,ex-confucius-reciprocity,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-reciprocity-ren,ctext-analects,Analects 12.1 / 《论语·颜渊》,ex-confucius-ren-ritual,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-rectification-language-dao,ctext-analects,Analects 13.3 / 《论语·子路》,ex-confucius-rectification-names,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-rectification-language-dao,ctext-laozi,Dao De Jing 1 / 《道德经》第一章,ex-laozi-language-dao,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-ren-rectification,ctext-analects,Analects 12.1 / 《论语·颜渊》,ex-confucius-ren-ritual,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-ren-rectification,ctext-analects,Analects 13.3 / 《论语·子路》,ex-confucius-rectification-names,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-superior-mencius-nature,ctext-analects,Analects 4.16 / 《论语·里仁》,ex-confucius-superior-person,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-superior-mencius-nature,ctext-mengzi,Mengzi 6A.2 / 《孟子·告子上》,ex-mencius-nature-good,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-virtue-rectification,ctext-analects,Analects 2.1 / 《论语·为政》,ex-confucius-rule-virtue,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-virtue-rectification,ctext-analects,Analects 13.3 / 《论语·子路》,ex-confucius-rectification-names,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-xunzi-rectification,ctext-analects,Analects 13.3 / 《论语·子路》,ex-confucius-rectification-names,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-xunzi-rectification,ctext-xunzi,Xunzi 22 / 《荀子·正名》,ex-xunzi-rectification-names,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-xunzi-ritual,ctext-analects,Analects 12.1 / 《论语·颜渊》,ex-confucius-ren-ritual,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-confucius-xunzi-ritual,ctext-xunzi,Xunzi 19 / 《荀子·礼论》,ex-xunzi-ritual-order,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-daosheng-huineng-buddha-nature,src-daosheng-fahuajingshu-cbeta,"X27, no. 577, 卷1，〈見寶塔品第十一〉（CBETA PDF 印本第26页）",ex-daosheng-all-beings-can-become-buddhas,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-daosheng-huineng-buddha-nature,src-huineng-tanjing-cbeta,T48 no.2008《坛经·行由品》,ex-rel-daosheng-huineng-buddha-nature-1,primary-conceptual-support,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-daosheng-huineng-buddha-nature,src-huineng-tanjing-cbeta,"T48, no. 2008, 卷1〈行由第一〉，p. 349a（开示“菩提自性”段）",ex-huineng-intrinsically-pure-self-nature,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-dong-heaven-warnings-five-phases,src-chunqiu-fanlu-wuxing,《春秋繁露·五行相生》,ex-rel-dong-heaven-warnings-five-phases-1,primary-conceptual-support,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-dong-heaven-warnings-five-phases,src-chunqiu-fanlu-wuxing,《春秋繁露·五行相生》第五十八,ex-dong-zhongshu-five-phases-governance,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-dong-heaven-warnings-five-phases,src-hanshu-dongzhongshu-ctext,《汉书·董仲舒传》所录天人三策第三策，论灾异谴告段,ex-dong-zhongshu-heaven-warns-ruler,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-dong-liuzongyuan-heaven-human,src-hanshu-dongzhongshu-ctext,《汉书·董仲舒传》所录天人三策第三策，论灾异谴告段,ex-dong-zhongshu-heaven-warns-ruler,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-dong-liuzongyuan-heaven-human,src-liuzongyuan-tianshuo,《天说》功祸自致段,ex-rel-dong-liuzongyuan-heaven-human-1,primary-contrast-support,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-dong-liuzongyuan-heaven-human,src-liuzongyuan-tianshuo,《天说》论天与人各行其功祸段,ex-liu-zongyuan-heaven-human-separate-functions,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-dong-zhou-dunyi-correlative-cosmos,src-chunqiu-fanlu-wuxing,《春秋繁露·五行相生》,ex-rel-dong-zhou-dunyi-correlative-cosmos-1,primary-conceptual-support,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-dong-zhou-dunyi-correlative-cosmos,src-chunqiu-fanlu-wuxing,《春秋繁露·五行相生》第五十八,ex-dong-zhongshu-five-phases-governance,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-dong-zhou-dunyi-correlative-cosmos,zhou-dunyi-taijitu-shuo,《太极图说》开篇至“五气顺布，四时行焉”,ex-zhou-dunyi-taiji-yinyang-generation,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-dongzhongshu-xunzi-heaven,ctext-xunzi,Xunzi 17 / 《荀子·天论》,ex-xunzi-heaven-constant,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-dongzhongshu-xunzi-heaven,src-hanshu-dongzhongshu-ctext,《汉书·董仲舒传》所录天人三策第三策，论灾异谴告段,ex-dong-zhongshu-heaven-warns-ruler,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-dukezhou-textual-image-hanyu-genealogy,src-hanyu-yuandao,《原道》中段，道之传承谱系,ex-han-yu-confucian-succession,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-dukezhou-textual-image-hanyu-genealogy,src-shangshu-zhoushu-ctext,《尚书·康诰》“克明德慎罚”段,ex-rel-dukezhou-textual-image-hanyu-genealogy-1,received-sage-image,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-dukezhou-textual-image-hanyu-genealogy,src-shangshu-zhoushu-ctext,《尚书·周书·康诰》“惟乃丕显考文王”段,ex-duke-zhou-textual-image-bright-virtue-cautious-punishment,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-dushun-fazang-huayan,src-dushun-fajieguan-attributed,"T45, no. 1883, p. 672a-b，〈真空觀第一·會色歸空觀〉",ex-du-shun-emptiness-form-nonobstruction,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-dushun-fazang-huayan,src-fazang-huayan-yicheng,T45 no.1866卷四十玄门,ex-rel-dushun-fazang-huayan-1,primary-school-development,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-dushun-fazang-huayan,src-fazang-huayan-yicheng,T45 no.1866卷四，十玄缘起无碍法门段,ex-fazang-one-is-all-nonobstruction,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-fazang-zongmi-huayan-mind,src-fazang-huayan-yicheng,T45 no.1866卷四，十玄缘起无碍法门段,ex-fazang-one-is-all-nonobstruction,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-fazang-zongmi-huayan-mind,src-zongmi-yuanrenlun-cbeta,T45 no.1886《原人论》会通段,ex-rel-fazang-zongmi-huayan-mind-1,primary-school-development,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-fazang-zongmi-huayan-mind,src-zongmi-yuanrenlun-cbeta,T45 no.1886《原人论》会通本末段,ex-zongmi-originally-aware-true-mind,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-fuxi-textual-image-wangbi-symbols,src-wangbi-zhouyi-lueli,《周易略例·明象》开篇,ex-wang-bi-forget-words-grasp-meaning,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-fuxi-textual-image-wangbi-symbols,src-zhouyi-xicixia-ctext,《周易·系辞下》第二章，包牺氏作八卦段,ex-fuxi-textual-image-patterns-to-trigrams,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-fuxi-textual-image-wangbi-symbols,src-zhouyi-xicixia-ctext,《周易·系辞下》第二章，包牺氏作八卦段,ex-rel-fuxi-textual-image-wangbi-symbols-1,later-textual-attribution,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-gehong-technique-and-virtue,src-gehong-baopuzi-neipian,《抱朴子内篇·对俗》,ex-rel-gehong-technique-and-virtue-1,primary-conceptual-support,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-gehong-technique-and-virtue,src-gehong-baopuzi-neipian,《抱朴子內篇》卷二〈論仙〉、卷三〈對俗〉辨“仙人有種”段,ex-ge-hong-immortality-learnable,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-gehong-technique-and-virtue,src-gehong-baopuzi-neipian,《抱朴子内篇·对俗》论求仙者积善段,ex-ge-hong-virtue-precedes-immortality,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-guanzhong-wangfu-material-governance,src-guanzi-mumin-ctext,《管子·牧民》第一节,ex-guan-zhong-material-security-moral-order,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-guanzhong-wangfu-material-governance,src-guanzi-mumin-ctext,《管子·牧民》第一节,ex-rel-guanzhong-wangfu-material-governance-1,primary-school-text-support,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-guanzhong-wangfu-material-governance,src-wangfu-qianfulun,卷五〈愛日第十八〉开篇,ex-wang-fu-people-ground-state,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-guoxiang-peiwei-self-generation,src-guoxiang-zhuangzi-jishi-ctext,《莊子集釋》卷一下〈齊物論〉“怒者其誰邪”句郭象注,ex-guo-xiang-things-self-generate,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-guoxiang-peiwei-self-generation,src-guoxiang-zhuangzi-xiaoyaoyou,郭象《庄子注》性分论段,ex-rel-guoxiang-peiwei-self-generation-1,primary-conceptual-support,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-guoxiang-peiwei-self-generation,src-peiwei-chongyoulun,《晉書》卷三十五〈裴頠傳〉引〈崇有論〉“至无者无以能生”段,ex-pei-wei-being-self-generates,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-han-fei-xunzi-nature,ctext-xunzi,Xunzi 23 / 《荀子·性恶》,ex-xunzi-nature-transformation,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-han-fei-xunzi-nature,src-hanfeizi-erbing-ctext,《韩非子·二柄》开篇,ex-han-fei-two-handles,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-hanyu-li-ao-nature-cultivation,src-hanyu-yuandao,〈原道〉开篇定义段,ex-han-yu-ren-yi-dao-de,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-hanyu-li-ao-nature-cultivation,src-liao-fuxingshu,《复性书》上篇开篇,ex-rel-hanyu-li-ao-nature-cultivation-1,primary-doctrinal-support,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-hanyu-li-ao-nature-cultivation,src-liao-fuxingshu,《復性書》上篇开篇问答,ex-li-ao-nature-obscured-by-emotions,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-hanyu-zhou-dunyi-confucian-revival,src-hanyu-yuandao,《原道》道统谱系段,ex-rel-hanyu-zhou-dunyi-confucian-revival-1,primary-historical-bridge,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-hanyu-zhou-dunyi-confucian-revival,src-hanyu-yuandao,《原道》中段，道之传承谱系,ex-han-yu-confucian-succession,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-hanyu-zhou-dunyi-confucian-revival,zhou-dunyi-tongshu-cheng,〈诚上第一〉、〈诚下第二〉,ex-zhou-dunyi-sincerity-root-practice,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-heyan-wangbi-nonbeing,src-heyan-daolun-liezi-zhu-ctext,《列子》卷一〈天瑞〉张湛注引何晏《道论》,ex-he-yan-nonbeing-ground-of-being,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-heyan-wangbi-nonbeing,src-wangbi-daodejing-zhu-ctext,《道德真經註》第四十章“反者道之動”章注,ex-wang-bi-being-rooted-in-nonbeing,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-heyan-wangbi-nonbeing,src-wangbi-zhouyi-lueli,《周易略例·明象》,ex-rel-heyan-wangbi-nonbeing-1,primary-conceptual-support,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-huangbo-linji-teacher-disciple,src-huangbo-chuanxin-t48,"T48, no. 2012A, p.379c，正文首段",ex-huangbo-one-mind-no-external-buddha,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-huangbo-linji-teacher-disciple,src-linji-lu-t47,T47 no.1985行录，临济在黄檗会下问佛法大意段,ex-rel-huangbo-linji-teacher-disciple-1,explicit-biographical-transmission,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-huangbo-linji-teacher-disciple,src-linji-lu-t47,"T47, no. 1985, p.498a，“示众”中“随处作主”段",ex-linji-master-of-every-situation,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-huangdi-medical-image-jikang-nourishing-life,src-huangdi-neijing-shanggutianzhen-ctext,《黄帝内经素问·上古天真论》第一节，黄帝问、岐伯答段,ex-huangdi-medical-tradition-regulated-life,source-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
rel-huangdi-medical-image-jikang-nourishing-life,src-huangdi-neijing-shanggutianzhen-ctext,《黄帝内经素问·上古天真论》第一节，黄帝问、岐伯答段,ex-rel-huangdi-medical-image-jikang-nourishing-life-1,received-dialogue-attribution,locator-reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-huangdi-medical-image-jikang-nourishing-life,src-jikang-yangshenglun,《养生论》形神相亲、导养得理段,ex-ji-kang-nourishing-life-unifies-body-spirit,target-claim-support,locator-reviewed,batch-import-quality-gate,2026-07-17
