review_id,entity_type,entity_id,review_dimension,decision,reviewer,reviewed_at,note,previous_revision,new_revision
batch-modern-rel-sun-jiangqing-legitimacy-contrast,relation,modern-rel-sun-jiangqing-legitimacy-contrast,relation-evidence-and-bilingual-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; influence level: conceptual-only,,1
batch-modern-rel-tang-xu-moral-knowledge-distinction,relation,modern-rel-tang-xu-moral-knowledge-distinction,relation-evidence-and-bilingual-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; influence level: conceptual-only,,1
batch-modern-rel-wangruoshui-mao-socialist-critique,relation,modern-rel-wangruoshui-mao-socialist-critique,relation-evidence-and-bilingual-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; influence level: conceptual-only,,1
batch-modern-rel-xiong-li-zehou-inward-historical-subject,relation,modern-rel-xiong-li-zehou-inward-historical-subject,relation-evidence-and-bilingual-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; influence level: conceptual-only,,1
batch-modern-rel-xiong-mou-internal-moral-knowing,relation,modern-rel-xiong-mou-internal-moral-knowing,relation-evidence-and-bilingual-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; influence level: explicit,,1
batch-modern-rel-xiong-tang-inward-affective-knowing,relation,modern-rel-xiong-tang-inward-affective-knowing,relation-evidence-and-bilingual-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; influence level: probable,,1
batch-modern-rel-xiong-xu-embodied-recognition,relation,modern-rel-xiong-xu-embodied-recognition,relation-evidence-and-bilingual-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; influence level: explicit,,1
batch-modern-rel-yan-hu-scientific-liberal-modernity,relation,modern-rel-yan-hu-scientific-liberal-modernity,relation-evidence-and-bilingual-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; influence level: probable,,1
batch-modern-rel-yan-sun-civil-political-agency,relation,modern-rel-yan-sun-civil-political-agency,relation-evidence-and-bilingual-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; influence level: conceptual-only,,1
batch-modern-rel-zhangdongsun-zhangjunmai-debate-camp,relation,modern-rel-zhangdongsun-zhangjunmai-debate-camp,relation-evidence-and-bilingual-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; influence level: explicit,,1
batch-modern-rel-zhangjunmai-mao-freewill-dialectics,relation,modern-rel-zhangjunmai-mao-freewill-dialectics,relation-evidence-and-bilingual-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; influence level: conceptual-only,,1
batch-mou-zongsan-autonomy-known-practically,claim,mou-zongsan-autonomy-known-practically,source-and-bilingual-batch-review,accepted-for-publication,modern-confucian-source-pass,2026-07-17,Imported from modern-confucian-secondary-2026-07-14; attribution: scholarly secondary reconstruction citing Mou's collected works,,1
batch-mou-zongsan-moral-feelings-true-self,claim,mou-zongsan-moral-feelings-true-self,source-and-bilingual-batch-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; attribution: scholarly analysis including an explicit critical limitation,,1
batch-pei-wei-being-self-generates,claim,pei-wei-being-self-generates,source-and-bilingual-batch-review,accepted-for-publication,codex-medieval-source-review-2,2026-07-17,Imported from medieval-second-primary-claims-2026-07-14; attribution: 《崇有论》全篇主要靠《晋书·裴頠传》保存；命题按史书所录残篇归于裴頠，不假定已经见到独立原刊本。,,1
batch-qian-dehong-no-good-evil-and-cultivation,claim,qian-dehong-no-good-evil-and-cultivation,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from song-qing-primary-2026-07-14-b; attribution: 钱德洪以参与者身份追记并阐释天泉会；既是第一人称立场文献，也有事后编辑性质。,,1
batch-qian-mu-cultural-subjectivity-without-rejecting-western-methods,claim,qian-mu-cultural-subjectivity-without-rejecting-western-methods,source-and-bilingual-batch-review,accepted-for-publication,late-qing-republic-2026-07-15-a,2026-07-17,Imported from late-qing-republic-2026-07-15-a; attribution: 同行评审论文摘要对钱穆史学方法的二手概括，不是钱穆英文原句；命题保留作者所强调的“文化主体性不等于排外方法论”。,,1
batch-rel-ban-zhao-hanyu-ethical-order,relation,rel-ban-zhao-hanyu-ethical-order,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-bodhidharma-shenxiu-practice-lineage,relation,rel-bodhidharma-shenxiu-practice-lineage,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: probable,,1
batch-rel-confucius-hanyu-succession,relation,rel-confucius-hanyu-succession,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: explicit,,1
batch-rel-daosheng-huineng-buddha-nature,relation,rel-daosheng-huineng-buddha-nature,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-dong-heaven-warnings-five-phases,relation,rel-dong-heaven-warnings-five-phases,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-dong-liuzongyuan-heaven-human,relation,rel-dong-liuzongyuan-heaven-human,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-dong-zhou-dunyi-correlative-cosmos,relation,rel-dong-zhou-dunyi-correlative-cosmos,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-dukezhou-textual-image-hanyu-genealogy,relation,rel-dukezhou-textual-image-hanyu-genealogy,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-dushun-fazang-huayan,relation,rel-dushun-fazang-huayan,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: probable,,1
batch-rel-fazang-zongmi-huayan-mind,relation,rel-fazang-zongmi-huayan-mind,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: probable,,1
batch-rel-fuxi-textual-image-wangbi-symbols,relation,rel-fuxi-textual-image-wangbi-symbols,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-gehong-technique-and-virtue,relation,rel-gehong-technique-and-virtue,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-guanzhong-wangfu-material-governance,relation,rel-guanzhong-wangfu-material-governance,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-guoxiang-peiwei-self-generation,relation,rel-guoxiang-peiwei-self-generation,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-hanyu-li-ao-nature-cultivation,relation,rel-hanyu-li-ao-nature-cultivation,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: probable,,1
batch-rel-hanyu-zhou-dunyi-confucian-revival,relation,rel-hanyu-zhou-dunyi-confucian-revival,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: probable,,1
batch-rel-heyan-wangbi-nonbeing,relation,rel-heyan-wangbi-nonbeing,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-huangbo-linji-teacher-disciple,relation,rel-huangbo-linji-teacher-disciple,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: explicit,,1
batch-rel-huangdi-medical-image-jikang-nourishing-life,relation,rel-huangdi-medical-image-jikang-nourishing-life,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-huantan-fanzhen-body-spirit,relation,rel-huantan-fanzhen-body-spirit,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-huineng-mazu-mind,relation,rel-huineng-mazu-mind,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: probable,,1
batch-rel-huineng-shenhui-no-thought,relation,rel-huineng-shenhui-no-thought,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: probable,,1
batch-rel-huiyuan-confucian-ritual-autonomy,relation,rel-huiyuan-confucian-ritual-autonomy,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-jikang-sound-cultivation,relation,rel-jikang-sound-cultivation,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-kingwen-textual-qian-wangbi-commentary,relation,rel-kingwen-textual-qian-wangbi-commentary,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-liao-chengyi-nature,relation,rel-liao-chengyi-nature,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-liao-zongmi-original-mind,relation,rel-liao-zongmi-original-mind,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-liezi-generation-guoxiang-self-transformation,relation,rel-liezi-generation-guoxiang-self-transformation,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-lisi-hanfei-statecraft-contrast,relation,rel-lisi-hanfei-statecraft-contrast,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-liuan-dao-qi-cosmogony,relation,rel-liuan-dao-qi-cosmogony,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-liuan-zhangzai-qi-cosmology,relation,rel-liuan-zhangzai-qi-cosmology,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-lubuwei-liuzongyuan-institutions-change,relation,rel-lubuwei-liuzongyuan-institutions-change,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-mazu-huangbo-one-mind,relation,rel-mazu-huangbo-one-mind,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: probable,,1
batch-rel-mencius-hanyu-succession,relation,rel-mencius-hanyu-succession,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: explicit,,1
batch-rel-peiwei-rebuts-wangbi-nonbeing,relation,rel-peiwei-rebuts-wangbi-nonbeing,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: probable,,1
batch-rel-ruanji-guoxiang-freedom,relation,rel-ruanji-guoxiang-freedom,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-sengzhao-emptiness-motion,relation,rel-sengzhao-emptiness-motion,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-sengzhao-jizang-two-truths,relation,rel-sengzhao-jizang-two-truths,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: probable,,1
batch-rel-shendao-hanfei-impersonal-order,relation,rel-shendao-hanfei-impersonal-order,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-shennong-textual-image-guanzhong-livelihood,relation,rel-shennong-textual-image-guanzhong-livelihood,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-shenxiu-huineng-practice-contrast,relation,rel-shenxiu-huineng-practice-contrast,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-shun-textual-image-jikang-music,relation,rel-shun-textual-image-jikang-music,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-simaqian-death-vs-jikang-longevity,relation,rel-simaqian-death-vs-jikang-longevity,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-simatan-six-schools-liuan-synthesis,relation,rel-simatan-six-schools-liuan-synthesis,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-sunbin-sunzi-preparation-before-war,relation,rel-sunbin-sunzi-preparation-before-war,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-wangbi-meaning-nonbeing-method,relation,rel-wangbi-meaning-nonbeing-method,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-wangchong-ghosts-vs-heaven-warnings,relation,rel-wangchong-ghosts-vs-heaven-warnings,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: explicit,,1
batch-rel-wangchong-liuzongyuan-naturalism,relation,rel-wangchong-liuzongyuan-naturalism,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-wangchong-spontaneity-ghost-skepticism,relation,rel-wangchong-spontaneity-ghost-skepticism,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-wangfu-liuzongyuan-human-governance,relation,rel-wangfu-liuzongyuan-human-governance,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-xiangxiu-jikang-desire-debate,relation,rel-xiangxiu-jikang-desire-debate,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: explicit,,1
batch-rel-xuanzang-kuiji-consciousness-only,relation,rel-xuanzang-kuiji-consciousness-only,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: explicit,,1
batch-rel-xuxing-mencius-division-labor-debate,relation,rel-xuxing-mencius-division-labor-debate,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-yangxiong-mixed-nature-xunzi,relation,rel-yangxiong-mixed-nature-xunzi,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-yangzhu-mencius-ethical-polemic,relation,rel-yangzhu-mencius-ethical-polemic,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-yanhui-confucius-learning-ritual,relation,rel-yanhui-confucius-learning-ritual,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-yao-textual-image-hanyu-genealogy,relation,rel-yao-textual-image-hanyu-genealogy,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-yu-textual-image-wangfu-people,relation,rel-yu-textual-image-wangfu-people,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-zengzi-confucius-reciprocity,relation,rel-zengzi-confucius-reciprocity,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-zhengxuan-confucius-ritual-formation,relation,rel-zhengxuan-confucius-ritual-formation,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-zhidun-guoxiang-freedom-contrast,relation,rel-zhidun-guoxiang-freedom-contrast,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: probable,,1
batch-rel-zhiyi-fazang-interpenetration,relation,rel-zhiyi-fazang-interpenetration,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-zisi-sincerity-liao-recovery-nature,relation,rel-zisi-sincerity-liao-recovery-nature,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-rel-zongmi-chan-huayan-synthesis,relation,rel-zongmi-chan-huayan-synthesis,relation-evidence-and-bilingual-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; influence level: conceptual-only,,1
batch-robin-wang-yinyang-relational-generativity,claim,robin-wang-yinyang-relational-generativity,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from contemporary-research-2026-07-15-a; attribution: 作者本人著作及Cambridge预览；五类关系与生成论依据导论，性别限定依据全书对历史用法的分析，不把阴阳本质化。,,1
batch-ruan-ji-great-person-beyond-ritual,claim,ruan-ji-great-person-beyond-ritual,source-and-bilingual-batch-review,accepted-for-publication,codex-medieval-source-review-2,2026-07-17,Imported from medieval-second-primary-claims-2026-07-14; attribution: 命题归于阮籍塑造的“大人先生”理想人格，不把作品中的君子来书等反方话语误归作者。,,1
batch-ruan-yuan-ren-between-persons,claim,ruan-yuan-ren-between-persons,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from song-qing-primary-2026-07-14-b; attribution: 阮元本人考论；从字形释义属于清代训诂论证，现代文字学可质疑其字源，但不影响其思想史命题的真实性。,,1
batch-sengzhao-emptiness-not-annihilation,claim,sengzhao-emptiness-not-annihilation,source-and-bilingual-batch-review,accepted-for-publication,codex-medieval-source-review,2026-07-17,Imported from medieval-primary-claims-2026-07-14; attribution: 依《大正藏》所收《肇论》通行文本归于僧肇；命题严格保留“非有非无”的双重限定，避免误写成单纯虚无主义。,,1
batch-sengzhao-motion-and-stillness-nondual,claim,sengzhao-motion-and-stillness-nondual,source-and-bilingual-batch-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; attribution: 以僧肇现存论书为依据；悖论须结合全文理解。,,1
batch-shang-yang-law-trust-authority,claim,shang-yang-law-trust-authority,source-and-bilingual-batch-review,accepted-for-publication,classical-2026-07-14-a,2026-07-17,Imported from classical-2026-07-14-a; attribution: 该段由唐代类书《群书治要》保存并题作《商君子·修权》；商鞅学派文献的具体亲笔作者不能确定，本节点按学派代表人物归属并保留传本限制。,,1
batch-shao-yong-cosmos-correlative-pairs,claim,shao-yong-cosmos-correlative-pairs,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from song-qing-primary-2026-07-14-a; attribution: 取《观物内篇》正文；不采用归属较复杂的《观物外篇》语录作为本条核心证据。,,1
batch-shen-buhai-technique-name-performance,claim,shen-buhai-technique-name-performance,source-and-bilingual-batch-review,accepted-for-publication,classical-2026-07-14-a,2026-07-17,Imported from classical-2026-07-14-a; attribution: 申不害著作已佚；此命题依据《韩非子》对申不害之“术”的明确传述，而非申不害亲笔原文。,,1
batch-shen-dao-follow-necessity,claim,shen-dao-follow-necessity,source-and-bilingual-batch-review,accepted-for-publication,classical-2026-07-14-a,2026-07-17,Imported from classical-2026-07-14-a; attribution: 慎到著作大部散佚；此为《庄子·天下》对其思想的批评性传述，不等同于慎到自述原句。,,1
batch-shenhui-no-thought-and-nonaction,claim,shenhui-no-thought-and-nonaction,source-and-bilingual-batch-review,accepted-for-publication,codex-medieval-source-review-2,2026-07-17,Imported from medieval-second-primary-claims-2026-07-14; attribution: 《显宗记》传统归神会，但现存定型文本收入北宋《景德传灯录》，与敦煌神会语录的关系仍需文献分层；因此标为后出归名材料，不声称逐字出自神会。,,1
batch-shennong-textual-image-empirical-benefit,claim,shennong-textual-image-empirical-benefit,source-and-bilingual-batch-review,accepted-for-publication,legendary-founders-2026-07-15-a,2026-07-17,Imported from legendary-founders-2026-07-15-a; attribution: 神农属于传说人物。《淮南子》成书于西汉淮南王刘安宫廷，距传说年代极远；该段是汉代关于文明起源的叙事，不是神农言论或同时代记录。,,1
batch-shenxiu-concentrate-mind-quiet-thought,claim,shenxiu-concentrate-mind-quiet-thought,source-and-bilingual-batch-review,accepted-for-publication,codex-medieval-source-review-2,2026-07-17,Imported from medieval-second-primary-claims-2026-07-14; attribution: 引文是张说对神秀教法的身后碑传概述，不是神秀第一人称原话。为避免后出南宗叙事污染，未采用《坛经》壁偈作为直接证据。,,1
batch-shun-textual-image-balanced-character-music-education,claim,shun-textual-image-balanced-character-music-education,source-and-bilingual-batch-review,accepted-for-publication,legendary-founders-2026-07-15-a,2026-07-17,Imported from legendary-founders-2026-07-15-a; attribution: 舜是传统圣王形象，无法证实其言论。《尧典》《舜典》的分篇和文字层次经历长期传承与编定，文本远晚于所叙传说年代；本节点只归属于《尚书》塑造的舜形象。,,1
batch-sima-qian-death-value-by-purpose,claim,sima-qian-death-value-by-purpose,source-and-bilingual-batch-review,accepted-for-publication,classical-2-2026-07-14-a,2026-07-17,Imported from classical-2-2026-07-14-a; attribution: 《汉书》保存的司马迁书信文本；属于后出史书嵌入的本人文字，而非班固对其观点的概括。,,1
batch-sima-tan-six-schools-shared-governance,claim,sima-tan-six-schools-shared-governance,source-and-bilingual-batch-review,accepted-for-publication,classical-2026-07-14-a,2026-07-17,Imported from classical-2026-07-14-a; attribution: 司马迁在《太史公自序》中明确把《论六家要旨》归于其父司马谈，文本以嵌入文章形式保存。,,1
batch-sq-cl-wf-concrete-way,relation,sq-cl-wf-concrete-way,relation-evidence-and-bilingual-review,accepted-for-publication,codex-song-qing-primary-and-comparative-pass,2026-07-17,Imported from expansion-song-qing-2026-07-17; influence level: conceptual-only,,1
batch-sq-cross-confucius-zhang-zai-care,relation,sq-cross-confucius-zhang-zai-care,relation-evidence-and-bilingual-review,accepted-for-publication,codex-song-qing-primary-and-comparative-pass,2026-07-17,Imported from expansion-song-qing-2026-07-17; influence level: conceptual-only,,1
batch-sq-cross-gu-hushi-method,relation,sq-cross-gu-hushi-method,relation-evidence-and-bilingual-review,accepted-for-publication,codex-song-qing-primary-and-comparative-pass,2026-07-17,Imported from expansion-song-qing-2026-07-17; influence level: conceptual-only,,1
batch-sq-cross-hanyu-chenghao-ren,relation,sq-cross-hanyu-chenghao-ren,relation-evidence-and-bilingual-review,accepted-for-publication,codex-song-qing-primary-and-comparative-pass,2026-07-17,Imported from expansion-song-qing-2026-07-17; influence level: conceptual-only,,1
batch-sq-cross-huang-kang-public-world,relation,sq-cross-huang-kang-public-world,relation-evidence-and-bilingual-review,accepted-for-publication,codex-song-qing-primary-and-comparative-pass,2026-07-17,Imported from expansion-song-qing-2026-07-17; influence level: conceptual-only,,1
batch-sq-cross-mencius-yangming-moral-knowing,relation,sq-cross-mencius-yangming-moral-knowing,relation-evidence-and-bilingual-review,accepted-for-publication,codex-song-qing-primary-and-comparative-pass,2026-07-17,Imported from expansion-song-qing-2026-07-17; influence level: conceptual-only,,1
