claim_id,locale,text,explanation,tags,translation_status,translator,reviewer,reviewed_at
cheng-yi-nature-is-principle,zh-CN,人的性就是规范性的天理；恶来自才质与气禀的偏蔽，而不是天命之性本身。,“性即理”奠定后来程朱理学区分本然之性与气质之性的框架。,性即理;气质之性;天理;恶,reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass,2026-07-17
zhang-zai-great-void-qi,en,The Great Void is not a nothingness separate from qi but qi's formless body; things are temporary configurations produced by qi's condensation and dispersal.,"This makes generation and dissolution transformations internal to qi, rejecting both creation from absolute nothingness and the treatment of the phenomenal world as an illusory projection.",Great Void;qi;condensation-dispersal;ontological body;anti-nihilism,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
zhang-zai-great-void-qi,zh-CN,太虚不是与气分离的虚无，而是气的无形本体；万物只是气聚散变化的暂时形态。,这一区分使生成与消散成为气自身的变化，反对从绝对虚无产生存在，也反对把现象世界视为虚幻投影。,太虚;气;聚散;本体;反虚无,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
cheng-hao-ren-one-body,en,"Ren is not an isolated virtue but the ethical ground of one's integral unity with all things; righteousness, ritual propriety, wisdom, and trustworthiness are its concrete articulations.","The claim connects Cheng Hao's account of ren, unity with all things, and moral cultivation. 'One body' supplies an ontological basis for concern without erasing concrete distinctions.",ren;one body with all things;five virtues;sincerity and reverence;cultivation,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
cheng-hao-ren-one-body,zh-CN,仁不是一项孤立德目，而是人与万物浑然同体的德性基础，义、礼、智、信都是仁的具体展开。,这条命题连接程颢的仁论、万物一体论与存养工夫；“同体”不是取消分殊，而是说明道德关怀的本体基础。,仁;万物一体;五常;诚敬;存养,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
su-shi-knowledge-requires-practice,en,"The Way cannot be learned through verbal explanation alone; without embodied practice, even correct instruction fails to become genuine understanding.",The parables of a blind man asking about the sun and a northerner learning to dive distinguish verbal report from habituated practice and criticize seeking the Way without learning.,practical knowledge;parable of the sun;seeking the Way;experience;learning,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
su-shi-knowledge-requires-practice,zh-CN,求道不能只靠书面解释；缺少亲身实践的人，即使得到正确言说，也无法形成真正理解。,《日喻》以盲人问日和北人学潜水说明概念转述与实践熟习的差别，批评“不学而务求道”。,实践知识;日喻;求道;经验;学习,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
cheng-yi-reverence-investigation,en,Moral cultivation must both nurture the mind through reverent attentiveness and advance understanding through the extension of knowledge.,"Cheng Yi places reverence and the extension of knowledge within one structure of cultivation: the former maintains focused moral attention, while the latter progressively clarifies principles in affairs; neither substitutes for the other.",reverence;extension of knowledge;nurturing;investigation of principle;cultivation,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
cheng-yi-reverence-investigation,zh-CN,道德修养必须同时通过敬来涵养心志，并通过致知来推进对事理的认识。,程颐把“敬”与“致知”置于同一工夫结构中：前者维持心的端正专一，后者要求在事物中不断明理，二者不能互相替代。,敬;致知;涵养;穷理;修养,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
hu-hong-nature-beyond-good-evil,en,"Human-cosmic nature is the deep ground through which heaven, earth, and spiritual processes stand and transform, and cannot be exhausted by an empirical good-evil dichotomy.","Hu does not deny morality; he locates nature at the ontological level from which moral distinctions arise, while good and evil evaluate manifestations and conduct.",nature;good and evil;Hunan learning;ontology;mind,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
hu-hong-nature-beyond-good-evil,zh-CN,性是天地与鬼神所以成立和变化的深层根据，不能简单用经验层面的善恶二分穷尽。,胡宏并非否定道德，而是把性置于善恶判断所由出的本体层次；善恶属于心之发用与行为评价。,性;善恶;湖湘学;本体;心,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
zhu-xi-investigate-things-cumulative,en,"Extending knowledge begins from principles already understood and investigates each affair to its limit; only sustained accumulation yields comprehensive penetration of inner and outer, refined and coarse aspects.","Investigation of things is a gradual, cumulative epistemic practice culminating in integration, not isolated observation of external objects.",investigation of things;exhausting principle;comprehensive penetration;Great Learning,reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass,2026-07-17
zhu-xi-investigate-things-cumulative,zh-CN,致知必须从已经理解的原则出发，逐事穷究事物之理；长期积累后才能贯通事物的表里精粗。,格物是渐进、累积而最终贯通的认识工夫，不是孤立观察外物。,格物致知;穷理;豁然贯通;大学,reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass,2026-07-17
lu-jiuyuan-remove-obscurations-original-mind,en,Moral learning does not add an original mind from outside; it removes obscurations of desire so the mind's native clarity can reappear.,Lu's direct method still requires sustained correction and is not license to follow whatever one presently feels.,original mind;removing obscurations;desire;direct method,reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass,2026-07-17
lu-jiuyuan-remove-obscurations-original-mind,zh-CN,道德学习不是从外部增添一个本心，而是剥落物欲遮蔽，使本来清明的心重新显露。,象山的简易工夫仍包含持续纠偏，不等同于任意顺从当下心理。,本心;剥落;物欲;简易工夫,reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass,2026-07-17
zhang-shi-righteousness-without-profit-motive,en,Righteousness is what the original mind recognizes as fitting and cannot but do; action undertaken for an external payoff has already fallen into private profit.,"Zhang distinguishes righteousness from profit through acting without ulterior payoff, placing scrutiny of motive first in learning without denying that action has consequences.",righteousness-profit distinction;original mind;motive;heavenly principle;cultivation,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
zhang-shi-righteousness-without-profit-motive,zh-CN,义是本心认为应当做而自然不能停止的事；若因外在收益才行动，就已经落入私利。,张栻以“无所为而为”区分义利，把动机审查放在为学之首，而不是否认行动会产生实际效果。,义利之辨;本心;动机;天理;修养,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
lu-jiuyuan-mind-universe,en,"Mind and cosmos are not two externally opposed things: cosmic principle is present in the original mind, so cultivation begins by recovering and establishing that mind.",'My mind is the cosmos' does not mean that arbitrary private thoughts create the world; it asserts continuity between universal principle and the original mind and grounds an inwardly reflective path of cultivation.,mind is principle;original mind;cosmos;self-reflection;learning of the mind,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
lu-jiuyuan-mind-universe,zh-CN,吾心与宇宙并非彼此外在的两物；宇宙之理就在本心中，修养首先要求反求并确立此心。,“吾心即宇宙”不是说个人的任意念头创造世界，而是强调普遍之理与人的本心相贯通，并由此确立向内反省的工夫路径。,心即理;本心;宇宙;反求诸己;心学,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
lv-zuqian-historical-situated-understanding,en,"Historical reading must imaginatively reconstruct contemporary motives, circumstances, and pressures of choice rather than judge abstractly with hindsight.","Lü treats historical understanding as training in moral judgment and practical response, requiring entry into situations rather than memorization of verdicts.",reading history;motives and circumstances;situated understanding;historiography;judgment,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
lv-zuqian-historical-situated-understanding,zh-CN,读史必须设身处地考察当时的人情、事势与选择压力，不能只以后见之明作抽象褒贬。,吕祖谦把历史理解作为德性判断与现实应变的训练，强调进入事件情境而非背诵结论。,观史;人情事势;设身处地;史学;判断,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
zhu-xi-ren-generative-heart,en,"Ren is the generative heart through which heaven and earth bring forth life, received by human beings as their own heart and the source of the virtues.","By calling ren the 'generative heart,' Zhu Xi links cosmic generation and human ethics: ren is neither an externally imposed norm nor merely a subjective feeling, but generative pattern realized in the human heart.",ren;generation;heart of heaven and earth;virtue of the heart;principle,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
zhu-xi-ren-generative-heart,zh-CN,仁是天地生生不息的生物之心，人禀得这一生意作为自身之心与众德之源。,朱熹以“生物之心”贯通宇宙生成与人伦道德，使仁既不是外加规范，也不只是主观情感，而是在人心中实现的生生之理。,仁;生生;天地之心;心德;理,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
chen-liang-dao-within-things-affairs,en,"The Way does not stand outside embodied things and everyday affairs; the cosmos is filled with concrete things, and ordinary life is where the Way is enacted and tested.",Chen grounds his statecraft-oriented thought by rejecting a Way suspended beyond historical practice and concrete achievement.,statecraft and achievement;Way within vessels;everyday life;embodiment;practice,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
chen-liang-dao-within-things-affairs,zh-CN,道不在形气与日用事物之外；充满宇宙的是具体之物，现实生活中的每一处都是实行和检验道的场域。,陈亮以事物和功业反对把道悬置为脱离历史实践的空谈，由此形成事功论的形上基础。,事功;道不离器;日用;形气;实践,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
ye-shi-one-realized-through-pairs,en,"Although the Way originates in unity, it is concretely realized through paired terms such as yin-yang, hard-soft, and opposition-concord; fixation on one side cannot explain change.",Ye's 'two' are not isolated substances but relational conditions through which things take form and transform into one another.,one and two;yin-yang;hard-soft;correlative opposition;change,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
ye-shi-one-realized-through-pairs,zh-CN,道虽本于一，却只能在阴阳、刚柔、逆顺等相待的两端中具体实现；执着一端便不能理解变化。,叶适的“两”不是两个彼此隔绝的实体，而是万物形成和相互递嬗的结构条件。,一与两;阴阳;刚柔;对待;变化,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
xu-heng-reverence-and-investigation,en,Learning uses reverence to sustain focused moral agency and investigation of principle to correct understanding; inward cultivation and inquiry into affairs are both indispensable.,Xu inherits the Cheng-Zhu program while applying it in everyday education and governance rather than reducing investigation to textual memorization.,reverence;investigation of principle;ordering the mind;extension of knowledge;practice,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
xu-heng-reverence-and-investigation,zh-CN,为学以敬保持心的主宰与专一，并以穷理纠正认识；内在涵养和对事理的考察不可偏废。,许衡继承程朱工夫论，同时强调在日常政教实践中落实，不把穷理缩减为章句记诵。,主敬;穷理;治心;致知;实践,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
wang-yinglin-learning-requires-broad-evidence,en,Critical learning should cross-check a broad range of classical and historical evidence and preserve variant accounts rather than decide ancient meanings by one commentary or private conjecture.,The notebook practice of Kunxue jiwen models cumulative evidence and comparison of rival accounts; this claim summarizes that recurring method.,evidential inquiry;classics-history cross-checking;variant accounts;evidence;interpretation,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
wang-yinglin-learning-requires-broad-evidence,zh-CN,考辨学问应广泛互证经史材料并保存异说，不能凭单一传注或个人臆断裁决古义。,《困学纪闻》的札记体实践显示一种证据累积与异说对读的方法，规范命题概括其实际论证程序。,考据;经史互证;异说;证据;诠释,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
wu-cheng-dao-within-mind,en,"The Way is fully present in the original mind, so seeking it cannot divide mind and Way into inner and outer things; cultivation clarifies that mind and enacts it.",Wu uses the Way's presence in mind to bridge Zhu and Lu: he does not reject classical learning but opposes treating the Way as merely an external object of knowledge.,original mind;Way;unity of mind and Way;inward seeking;cultivation,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
wu-cheng-dao-within-mind,zh-CN,道完整具于人的本心，求道不能把心与道分成内外两物；修养在于使本心显明并落实于行动。,吴澄以“道具于心”贯通朱陆，既不否认经典学习，也反对把道只当外在知识对象。,本心;道;心道合一;内求;修养,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
wu-yubi-learning-in-minute-affairs,en,"Moral learning requires personally handling minute tasks such as farming and cleaning, testing and forming virtue through everyday labor.","Wu treats embodied attention to small tasks as an antidote to empty discourse and pretense, joining learning to household and productive life.",embodied practice;minute affairs;everyday life;labor;virtue formation,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
wu-yubi-learning-in-minute-affairs,zh-CN,道德学习必须亲身处理耕作、洒扫等细务，在日常劳作中检验并养成德性。,吴与弼把躬行细务作为反对空谈和矫饰的工夫，使学习与家庭生产生活相连。,躬行;细务;日用;劳动;德性养成,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
chen-xianzhang-stillness-moral-intimation,en,Learning should clarify the mind in seated stillness until the first intimations of moral insight emerge and then respond to affairs; dense textual study alone cannot yield self-attainment.,"'Nurturing an intimation in stillness' marks Chen's turn from fruitless exhaustive reading toward self-attainment, but it does not prescribe permanent withdrawal from affairs.",quiet sitting;clarifying mind;moral intimation;self-attainment;Baisha learning,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
chen-xianzhang-stillness-moral-intimation,zh-CN,为学应通过端坐澄心，在静中培养道德觉悟的端倪，再由此应事；单靠繁密章句不能获得自得。,“静中养出端倪”是陈献章从遍读无所得转向自得之学的方法，但并非主张永远离事绝物。,静坐;澄心;端倪;自得;白沙心学,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
wang-yangming-liangzhi-present-knowing,en,Innate knowing is immediate moral awareness of good and evil; extending it removes selfish desire in each intention and affair so that awareness is fully enacted.,"Innate knowing is both moral ground and practical criterion, but it is not the infallibility of private preference.",innate knowing;extending innate knowing;selfish desire;moral awareness,reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass,2026-07-17
wang-yangming-liangzhi-present-knowing,zh-CN,良知是不待推论便能觉察善恶的道德明觉；致良知是在每个意念与事件中去除私欲，使这种明觉充分实现。,良知既是本体也是工夫准则，但不能被解释为个人偏好的不可纠错性。,良知;致良知;私欲;知善知恶,reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass,2026-07-17
luo-qinshun-principle-is-qi-pattern,en,Principle is not an entity independent of qi but the intelligible pattern observable in qi's own movements and turns.,Luo Qinshun refuses to separate principle from qi without eliminating discourse about order and normativity.,principle and qi;qi monism;Kunzhiji,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
luo-qinshun-principle-is-qi-pattern,zh-CN,理不是独立于气的实体，而是气自身运行和转折中可以观察到的条理。,罗钦顺的表述坚持理气不可割裂，同时没有取消对秩序和规范性的讨论。,理气;气一元论;困知记,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
wang-gen-self-respect-foundation-governance,en,"One must first secure the person's proper standing before sustaining family, state, and world; honoring the self is not egoism but the basis of public practice.",'Securing the person' links Taizhou subjectivity to political responsibility.,securing the person;honoring the self;investigation of things;family state world,reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass,2026-07-17
wang-gen-self-respect-foundation-governance,zh-CN,个人必须先使自身得到正当安顿，才能承担家庭、国家和天下的责任；尊身不是自利，而是公共实践的根基。,“安身”把泰州学派的主体觉醒与政治责任连接起来。,安身;尊身;格物;家国天下,reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass,2026-07-17
wang-yangming-unity-knowledge-action,en,"Genuine knowing and acting are two aspects of one practice: knowing directs action, while action completes and verifies knowing, so the two cannot be separated.",The unity of knowing and acting targets the tendency to leave moral knowledge verbal and postpone practice until 'after knowing.' It does not erase their conceptual distinction but rejects their separation in cultivation.,unity of knowledge and action;knowing;acting;moral practice;cultivation,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
wang-yangming-unity-knowledge-action,zh-CN,真正的知与行是同一工夫的两个方面：知引导行动，行动完成并证实所知，二者不可割裂。,知行合一针对的是把道德知识停留在口头、把实践推迟到“知道以后”的倾向；它不是否认概念上的区分，而是否认修养中的分离。,知行合一;知;行;道德实践;工夫,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
wang-tingxiang-primordial-qi-is-ultimate,en,"Primordial qi is the starting point of cosmological explanation: there is no further Supreme Ultimate above it, and emptiness cannot be separated from qi.",Wang Tingxiang uses primordial qi against treating the Supreme Ultimate as an entity outside qi; the passage is preserved in Mingru xue'an.,primordial qi;Supreme Ultimate;qi cosmology,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
wang-tingxiang-primordial-qi-is-ultimate,zh-CN,元气是解释宇宙生成的起点；元气之上没有另一个太极，虚空也不能与气相分离。,王廷相以元气反对把太极理解成气外实体；引文由《明儒学案》保存并与其《慎言》气论相连。,元气;太极;气本论,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
zhan-ruoshui-recognize-principle-everywhere,en,"Investigating things is neither exclusively inward nor outward inquiry, but recognizing heavenly principle everywhere in mind, body, and daily affairs.",Zhan's 'recognizing principle everywhere' rejects an inner-outer split and marks his difference from Wang Yangming's account of investigating things.,recognizing principle everywhere;investigation of things;inner-outer unity;everyday life;Ganquan learning,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
zhan-ruoshui-recognize-principle-everywhere,zh-CN,格物不是只向内或只向外穷索，而是在身心与日用事物的每一处体认天理。,湛若水的“随处体认天理”以心事贯通反对内外割裂，也构成他与王阳明格物说的分歧。,随处体认天理;格物;内外合一;日用;甘泉学,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
wang-gen-way-in-common-daily-life,en,The sages' Way is not suspended above ordinary people's lives; the fitting patterns within common daily practice are the very Way that sages consciously follow.,"Wang relocates the Way from elite textualism to livelihood, relationships, and community life while distinguishing unreflective use from sage-like conscious fidelity.",common people's daily use;popular Confucianism;sagehood;everyday life;Taizhou school,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
wang-gen-way-in-common-daily-life,zh-CN,圣人之道不高悬于百姓生活之外；百姓日用中的合理条理就是圣人所自觉遵循的道。,王艮把道从精英章句带回衣食、人伦与乡里生活，同时区分百姓“不知”与圣人自觉不失其条理。,百姓日用;平民儒学;圣人;日常生活;泰州学派,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
qian-dehong-no-good-evil-and-cultivation,en,"The mind's original condition precedes fixed good-evil opposition, yet actual intentions contain good and evil, so conscience-guided cultivation of removing evil and doing good remains necessary.",Qian rejects reading 'neither good nor evil' as abolishing cultivation and uses the practical 'four-having' formulation to preserve the discipline in Wang's four sentences.,four-sentence teaching;neither good nor evil;doing good removing evil;conscience;cultivation,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
qian-dehong-no-good-evil-and-cultivation,zh-CN,心体本身超出既成善恶对待，但现实意念已有善恶，因此仍须依良知实行去恶为善的工夫。,钱德洪反对把“无善无恶”理解为取消工夫；他用“四有”解释保护阳明四句教的实践层。,四句教;无善无恶;为善去恶;良知;工夫,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
wang-ji-four-nothings,en,"Viewed from the mind's source, mind, intention, knowing, and things have no fixed moral polarity; cultivation restores this unobstructed ground in each present thought.","Wang Ji extends 'neither good nor evil' to intention, knowing, and things, but this does not make conduct morally indifferent; it describes a pre-reflective cultivation of the mind's source.",four nothings;innate rectification;mind's ground;neither good nor evil;Longxi learning,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
wang-ji-four-nothings,zh-CN,若从心体本源看，心、意、知、物都不具有固定善恶；工夫应在每一念的当下恢复这一无滞本体。,王畿的“四无说”把阳明“无善无恶”推进到意知物，但不能据此推成行为无善恶；其要点是先天正心工夫。,四无说;先天正心;心体;无善无恶;龙溪学,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
li-zhi-daily-needs-human-relations,en,Concrete needs such as clothing and food are themselves where human relations and order unfold; inventing abstruse principle apart from real life produces hypocrisy.,Li uses ordinary needs to criticize hypocritical moralism without thereby rejecting every ethical judgment.,clothing and food;human relations;critique of moralism;daily life,reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass,2026-07-17
li-zhi-daily-needs-human-relations,zh-CN,穿衣吃饭等切身需要本就是人伦物理展开之处；离开真实生活另造玄妙道理，只会造成虚伪。,李贽以日常欲求批判假道学，但并非否定一切伦理判断。,穿衣吃饭;人伦物理;反道学;日用,reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass,2026-07-17
luo-rufang-filial-affection-original-mind,en,The child's spontaneous affection for parents and respect for elders is an immediately available moral source; education should awaken and extend it rather than impose morality wholly from outside.,Luo uses the child's heart to explain the universal accessibility of conscience and grounds teaching in family relations and ordinary feeling.,child's heart;filial-fraternal relations;conscience;education;Taizhou school,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
luo-rufang-filial-affection-original-mind,zh-CN,孩提自然爱亲敬长的赤子良心，是道德生活现成可发的根源；教育应唤醒并扩充它，而非从外强制灌入。,罗汝芳以赤子之心阐明良知的普遍可及性，将讲学落实到家庭人伦与日常情感。,赤子之心;孝弟;良知;教育;泰州学派,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
li-zhi-childlike-mind-authenticity,en,"The childlike mind is the genuine original mind unobscured by falsifying conventions; once it is lost, truthful speech and writing lose their ground.","Li Zhi's account criticizes the false personality produced by orthodox pretension and supplies a criterion of literary authenticity. 'Childlike' means free of falsification, not immature or hostile to learning.",childlike mind;genuine mind;anti-falsification;literary authenticity;individuality,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
li-zhi-childlike-mind-authenticity,zh-CN,童心是未被虚假成见遮蔽的真实本心；一旦失去童心，真实的言说与文章也随之失去根基。,李贽的童心论既批判伪道学造成的虚假人格，也构成其文学真实性标准；这里的“童”指绝假纯真，并非幼稚或拒绝学习。,童心;真心;反虚假;文学真实性;个体,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
lv-kun-form-and-qi-generate-world,en,"The generation of Heaven, Earth, and the myriad things can be understood through the mixing and differentiation of form and qi without positing a separate generative entity.",This claim follows Shenyin yu's explicit form-and-qi formulation without recasting Lü Kun as a modern materialist.,form and qi;cosmogony;myriad things,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
lv-kun-form-and-qi-generate-world,zh-CN,天地与万物的生成可以在形与气的混合、分化过程中理解，而不必另设脱离形气的生成实体。,该条只概括《呻吟语》明确的形气生成句，不把吕坤强行归为现代物质主义。,形气;天地生成;万物,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
gao-panlong-embodied-way-unifies-knowing-doing,en,"The Way must be embodied in practice: seeking it in words separates knowing from action, and insight in stillness is incomplete if it does not carry into activity.","Gao Panlong joins discussion and quiet reflection to everyday conduct, stressing sincere enactment over verbal abstraction.",knowing and acting;embodied practice;activity and stillness,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
gao-panlong-embodied-way-unifies-knowing-doing,zh-CN,道必须落实在身体实践中；只在言说上求道会使知行分离，静中所得若不能贯通行动也不是真实成就。,高攀龙把讲辨、静坐和日常操履统一起来，强调“诚为之”而非语言上的玄远。,知行;操履;动静,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
gu-xiancheng-moral-practice-and-public-duty,en,"Learning cannot be detached from public responsibility: cultivation must issue in doing good and removing evil and enter public affairs through academies, remonstrance, and institutional judgment.",Donglin liezhuan preserves both Gu's criticism of moral neutrality and his academy practice; the claim is a normalized synthesis supported by biography.,Donglin Academy;doing good and removing evil;public responsibility,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
gu-xiancheng-moral-practice-and-public-duty,zh-CN,讲学不能脱离公共责任：内在养心要落实为善去恶，并通过书院讨论、官员谏诤和制度判断进入天下事务。,《东林列传》同时保存顾宪成对“无善无恶”的批评和其东林讲学实践；本条是由传记材料支持的规范化概括。,东林书院;为善去恶;公共责任,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
liu-zongzhou-vigilance-in-solitude,en,The root of moral cultivation is vigilance in solitude: discerning the root of intention before it becomes overt conduct so that the mind does not deceive itself in its subtlest activity.,"Liu treats 'solitude' as the most subtle yet real disclosure of mind, criticizing cultivation that only repairs behavior after intentions have formed.",vigilance in solitude;root of intention;making intention sincere;mind's ground;Renpu,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
liu-zongzhou-vigilance-in-solitude,zh-CN,道德工夫的根本在慎独：在念头尚未显著成为行为时察识意根，使心的隐微处不自欺。,刘宗周把“独”理解为心体最隐微而又最真实的呈现处，由此批评只在已发行为上修补的工夫。,慎独;意根;诚意;心体;人谱,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
wang-daiyu-true-one-transcends-form,en,"The Real One transcends being and nonbeing, location, and form; it is not one object among the cosmos yet is the source of all existence and order.","Wang distinguishes the divine Real One from numerical one as the cosmic beginning, expressing Islamic divine unity through Neo-Confucian vocabulary.",Real One;divine unity;Allah;creation;Sino-Islamic thought,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
wang-daiyu-true-one-transcends-form,zh-CN,真一的真主超越空有、方所与形象，不是天地万物中的一个对象，却是万有存在与秩序的根源。,王岱舆用“真一”区分造物主与作为宇宙开端的“数一”，借宋明理学术语表达伊斯兰认主独一。,真一;认主独一;真主;造化;回儒,reviewed,codex-primary-source-pass,codex-primary-source-pass,2026-07-17
fang-yizhi-empirical-investigation-of-things,en,"Inquiry into things should investigate their causes concretely, from large-scale cycles to plants and insects, classifying dispositions, testing tendencies, and tracing regularity and change.",Fang Yizhi calls this checkable inquiry zhice; it complements broader metaphysical integration and is not simply modern experimental science.,concrete investigation;principles of things;classification;regularity and change,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
fang-yizhi-empirical-investigation-of-things,zh-CN,研究事物应实地考究其原因，从宏观周期到草木虫类，分类其性情、查验其趋避并推求常态与变化。,方以智把这种可考核的研究称为“质测”；它与通几相配合，不能简单等同现代实验科学。,质测;物理;分类;常变,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
gu-yanwu-classics-ground-principle-learning,en,"Learning about principle must be grounded in classics, philology, and concrete institutions; speculation on nature and destiny without examinable texts loses its checks.",Gu does not abolish normative inquiry; he reconstructs its evidential basis through classical scholarship.,classics as principle learning;evidential scholarship;phonology;anti-speculation,reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass,2026-07-17
gu-yanwu-classics-ground-principle-learning,zh-CN,义理之学必须立足于经学、文字音韵和具体制度事实；脱离可考文献而空谈性命，会使思想失去检验。,顾炎武不是取消义理，而是用经学方法重建其证据基础。,经学即理学;考据;音韵;反空谈,reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass,2026-07-17
huang-zongxi-law-public-not-dynastic,en,"Legitimate law should arise from the public interest of all-under-heaven; institutions made by one ruling house to protect private advantage are the ruler's law, not public law.",'On Law' criticizes not rules as such but the conversion of dynastic private interest into purported public order.,public law;dynastic law;public interest;institutions,reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass,2026-07-17
