excerpt_id,person_id,source_id,locator,source_language,excerpt_text,retrieved_at,extraction_status,extractor,reviewer
ex-rel-peiwei-rebuts-wangbi-nonbeing-1,pei-wei,src-peiwei-chongyoulun,《晋书·裴頠传》引《崇有论》开篇,zh-Hans-modern,夫至无者，无以能生，故始生者自生也。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-qian-dehong-no-good-evil-and-cultivation,qian-dehong,qian-dehong-xuwang,钱德洪〈刻文录叙说〉记天泉证道及后续解释段,lzh,心之本體，原是無善無惡的；今習心之動，只有善惡。若不著實為善去惡，如何能復起本體？,2026-07-17,locator-reviewed,codex-primary-source-pass,codex-primary-source-pass
ex-sq-density-qian-liuzongzhou-cultivation-1,qian-dehong,qian-dehong-xuwang,钱德洪〈刻文录叙说〉后续解释段,zh-Hans-modern,若不著實為善去惡，如何能復起本體？,2026-07-17,locator-reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass
ex-sq-density-qian-wangji-four-sentences-1,qian-dehong,qian-dehong-xuwang,钱德洪〈刻文录叙说〉记天泉证道及后续解释段,zh-Hans-modern,今習心之動，只有善惡。若不著實為善去惡，如何能復起本體？,2026-07-17,locator-reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass
ex-density-xp-modern-internal-12-qian-mu-cultural-subjectivity-without-rejecting-western-methods-chen-lai-relational-value-priorities-1,qian-mu,chen-lai-core-values-2015,《中华文明的核心价值》导论；清华大学机构页首段,zh-Hans-modern,责任先于自由，义务先于权利，社群高于个人，和谐高于冲突。,2026-07-17,locator-reviewed,codex-cross-period-density-2026-07-17,codex-cross-period-density-2026-07-17
ex-modern-density-qian-chen-cultural-subject-values-1,qian-mu,chen-lai-core-values-2015,《中华文明的核心价值》导论；清华大学机构页首段,zh-Hans-modern,责任先于自由，义务先于权利，社群高于个人，和谐高于冲突。,2026-07-17,locator-reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17
ex-qian-mu-cultural-subjectivity-without-rejecting-western-methods,qian-mu,src-qianmu-political-institutions-ntu,论文摘要，第2—4句,en,he never opposed the use of either modern or western approaches,2026-07-17,locator-reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a
ex-robin-wang-yinyang-relational-generativity,robin-wang,robin-wang-yinyang-2012,"Yinyang, Introduction, pp. 6–12; chap. 2, pp. 41–82",en,a philosophical and cultural paradigm,2026-07-17,locator-reviewed,codex-primary-source-pass,codex-primary-source-pass
ex-rel-ruanji-guoxiang-freedom-1,ruan-ji,src-guoxiang-zhuangzi-xiaoyaoyou,郭象《逍遥游注》大小虽殊段,zh-Hans-modern,小大虽殊，逍遥一也。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-ruan-ji-great-person-beyond-ritual,ruan-ji,src-ruanji-daren,《大人先生傳》开篇及答君子书段,zh-Latn-classical,夫大人者，乃與造物同體，天地並生，逍遙浮世，與道俱成……養性延壽，與自然齊光。,2026-07-17,locator-reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2
ex-ultimate-wt-cc-02-ruanji-great-li-zehou-practice-1,ruan-ji,src-ruanji-daren,《大人先生傳》开篇及答君子书段,zh-Hans-modern,夫大人者，乃與造物同體，天地並生，逍遙浮世，與道俱成……養性延壽，與自然齊光。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-ultimate-wt-lq-01-ruanji-great-zhangtaiyan-revolution-1,ruan-ji,src-ruanji-daren,《大人先生傳》开篇及答君子书段,zh-Hans-modern,夫大人者，乃與造物同體，天地並生，逍遙浮世，與道俱成……養性延壽，與自然齊光。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-density-c-532b43e61559b0-1,ruan-yuan,src-zhangdongsun-iep-topics,“Zhang Dongsun: Pluralistic Cultural Epistemology”第2—3段,zh-Hans-modern,epistemological positions that are inevitably culturally defined and structured,2026-07-17,locator-reviewed,density-low-degree-agent-2026-07-17,density-low-degree-agent-2026-07-17
ex-density-xp-songqing-modern-06-ruan-yuan-ren-between-persons-he-lin-confucianism-organic-renewal-1,ruan-yuan,src-he-lin-wenhua-yu-rensheng-scan,《文化与人生》第一篇〈儒家思想的新开展〉开篇,zh-Hans-modern,就其在變遷中、發展中、改造中以適應新的精神需要與文化環境的有機體而言，也可以說是最新的新思想。,2026-07-17,locator-reviewed,codex-cross-period-density-2026-07-17,codex-cross-period-density-2026-07-17
ex-density-xp-songqing-modern-14-ruan-yuan-ren-between-persons-cheng-chung-ying-onto-hermeneutic-integration-1,ruan-yuan,cheng-onto-hermeneutics-2000,"Journal of Chinese Philosophy 27.1 (2000), pp. 33–38, 61–68",zh-Hans-modern,Confucian Onto-Hermeneutics: Morality and Ontology,2026-07-17,locator-reviewed,codex-cross-period-density-2026-07-17,codex-cross-period-density-2026-07-17
ex-ruan-yuan-ren-between-persons,ruan-yuan,ruan-yuan-lunren,《揅经室集》一集卷八〈论语论仁论〉首段及结论段,lzh,仁之為德，非內而非外，必人與人相偶而仁乃見。故仁字從人從二，兩人相人偶之謂也。,2026-07-17,locator-reviewed,codex-primary-source-pass,codex-primary-source-pass
ex-rel-sengzhao-emptiness-motion-1,sengzhao,src-sengzhao-wubuqian-cbeta,T45 no.1858《物不迁论》开篇,zh-Hans-modern,江河竞注而不流。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-rel-sengzhao-jizang-two-truths-1,sengzhao,src-jizang-erdi,《二谛义》卷一释名,zh-Hans-modern,二谛者，盖是言教之通诠，相待之假称。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-sengzhao-emptiness-not-annihilation,sengzhao,src-sengzhao-zhaolun-cbeta,"T45, no. 1858, p. 152a-b，〈不真空論〉“万物果有其所以不有”段",zh-Latn-buddhist-classical,然則萬物果有其所以不有，有其所以不無。有其所以不有，故雖有而非有；有其所以不無，故雖無而非無。,2026-07-17,locator-reviewed,codex-medieval-source-review,codex-medieval-source-review
ex-sengzhao-motion-and-stillness-nondual,sengzhao,src-sengzhao-wubuqian-cbeta,T45 no.1858《物不迁论》开篇,lzh-buddhist,旋岚偃岳而常静，江河竞注而不流，野马飘鼓而不动，日月历天而不周。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-ultimate-wt-cc-01-sengzhao-empty-fengyoulan-real-1,sengzhao,src-sengzhao-zhaolun-cbeta,"T45, no. 1858, p. 152a-b，〈不真空論〉“万物果有其所以不有”段",zh-Hans-modern,然則萬物果有其所以不有，有其所以不無。有其所以不有，故雖有而非有；有其所以不無，故雖無而非無。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-density-c-808cf55793b2a4-1,shang-yang,sunyatsen-sanmin-primary,《三民主义》‘民权主义’开篇,zh-Hans-modern,民权者，民众之主权也。,2026-07-17,locator-reviewed,density-low-degree-agent-2026-07-17,density-low-degree-agent-2026-07-17
ex-shang-yang-law-trust-authority,shang-yang,src-shangjunshu-xiuquan-ctext,《群书治要》卷三十六《商君子·修权》开篇,zh-Hant,国之所以治者三：一曰法，二曰信，三曰权。法者，君臣之所共操也。,2026-07-17,locator-reviewed,classical-2026-07-14-a,classical-2026-07-14-a
ex-density-c-47123ff17083a5-1,shao-yong,src-fang-dongmei-chinese-life-quoted,《中国人生哲学》1985年第6版，第114—115页；网页注xiv所引段落,zh-Hans-modern,宇宙在我們看來，並不只是一個機械物質活動的場合，而是普遍生命流行的境界……世界上沒有一件東西真正是死的。,2026-07-17,locator-reviewed,density-low-degree-agent-2026-07-17,density-low-degree-agent-2026-07-17
ex-shao-yong-cosmos-correlative-pairs,shao-yong,shao-yong-huangji-11,《皇极经世》卷十一〈观物篇五十一〉首段至第三段,lzh,天，生於動者也。地，生於靜者也。一動一靜交，而天地之道盡之矣。動之始，則陽生焉；動之極，則陰生焉。一陰一陽交，而天之用盡之矣。靜之始，則柔生焉；靜之極，則剛生焉。一柔一剛交，而地之用盡之矣。,2026-07-17,locator-reviewed,codex-primary-source-pass,codex-primary-source-pass
ex-sq-density-shao-wangfuzhi-change-1,shao-yong,shao-yong-huangji-11,《皇极经世》卷十一〈观物篇五十一〉,zh-Hans-modern,一陰一陽交，而天之用盡之矣。,2026-07-17,locator-reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass
ex-sq-density-shao-zhou-correlation-1,shao-yong,shao-yong-huangji-11,《皇极经世》卷十一〈观物篇五十一〉首段,zh-Hans-modern,一動一靜交，而天地之道盡之矣。動之始，則陽生焉；動之極，則陰生焉。,2026-07-17,locator-reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass
ex-density-c-bd86203e64049a-1,shen-buhai,src-gong-shangdaxueshishu-wikisource,《龚自珍集》卷五《上大学士书》开篇,zh-Hans-modern,自古及今，法无不改，势无不积，事例无不变迁，风气无不移易。,2026-07-17,locator-reviewed,density-low-degree-agent-2026-07-17,density-low-degree-agent-2026-07-17
ex-shen-buhai-technique-name-performance,shen-buhai,src-hanfeizi-dingfa-ctext,《韩非子·定法》，比较申不害之术与商鞅之法段,zh-Hant,术者，因任而授官，循名而责实，操杀生之柄，课群臣之能者也，此人主之所执也。,2026-07-17,locator-reviewed,classical-2026-07-14-a,classical-2026-07-14-a
ex-density-c-5320d617825eda-1,shen-dao,src-kuiji-chengweishi-shuji,"T43, no. 1830, 卷1，p. 229a-b，序释“唯识”名义段",zh-Hans-modern,唯遮境有，識簡心空。,2026-07-17,locator-reviewed,density-low-degree-agent-2026-07-17,density-low-degree-agent-2026-07-17
ex-rel-shendao-hanfei-impersonal-order-1,shen-dao,src-zhuangzi-tianxia-ctext,《庄子·天下》慎到、彭蒙、田骈段,zh-Hans-modern,慎到，弃知去己，而缘不得已，泠汰于物以为道理。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-shen-dao-follow-necessity,shen-dao,src-zhuangzi-tianxia-ctext,《庄子·天下》慎到、彭蒙、田骈论述段,zh-Hant,是故慎到，弃知去己，而缘不得已，泠汰于物以为道理。,2026-07-17,locator-reviewed,classical-2026-07-14-a,classical-2026-07-14-a
ex-ultimate-ap-cc-07-shendao-necessity-wanghui-power-1,shen-dao,src-zhuangzi-tianxia-ctext,《庄子·天下》慎到、彭蒙、田骈论述段,zh-Hans-modern,是故慎到，弃知去己，而缘不得已，泠汰于物以为道理。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-density-xp-hantang-songqing-17-shenhui-no-thought-and-nonaction-lu-jiuyuan-remove-obscurations-original-mind-1,shenhui,lu-jiuyuan-yulu-benxin,《象山先生全集》卷三十五〈语录〉,zh-Hans-modern,人心有病，須是剝落。剝落得一番，即一番清明；後隨起來，又剝落，又清明。須是剝落得淨盡方是。,2026-07-17,locator-reviewed,codex-cross-period-density-2026-07-17,codex-cross-period-density-2026-07-17
ex-shenhui-no-thought-and-nonaction,shenhui,src-shenhui-xianzongji,《景德傳燈錄》卷三十所收〈顯宗記〉开篇,zh-Latn-buddhist-classical,無念為宗，無作為本，真空為體，妙有為用。,2026-07-17,locator-reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2
ex-rel-shennong-textual-image-guanzhong-livelihood-1,shennong,src-huainanzi-xiuwu-ctext,《淮南子·修务训》神农教民播种、尝百草段,zh-Hans-modern,神农乃始教民播种五谷，相土地宜……尝百草之滋味。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-shennong-textual-image-empirical-benefit,shennong,src-huainanzi-xiuwu-ctext,《淮南子·修务训》神农教民播种、尝百草段,lzh,神农乃始教民播种五谷，相土地宜，燥湿肥硗高下，尝百草之滋味、水泉之甘苦，令民知所辟就。,2026-07-17,locator-reviewed,legendary-founders-2026-07-15-a,legendary-founders-2026-07-15-a
ex-ultimate-ap-cc-02-shennong-testing-mao-practice-1,shennong,src-huainanzi-xiuwu-ctext,《淮南子·修务训》神农教民播种、尝百草段,zh-Hans-modern,神农乃始教民播种五谷，相土地宜，燥湿肥硗高下，尝百草之滋味、水泉之甘苦，令民知所辟就。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-density-c-a1b7afd636adc9-1,shenxiu,qian-dehong-xuwang,钱德洪〈刻文录叙说〉记天泉证道及后续解释段,zh-Hans-modern,心之本體，原是無善無惡的；今習心之動，只有善惡。若不著實為善去惡，如何能復起本體？,2026-07-17,locator-reviewed,density-low-degree-agent-2026-07-17,density-low-degree-agent-2026-07-17
ex-rel-shenxiu-huineng-practice-contrast-1,shenxiu,src-huineng-tanjing-cbeta,T48 no.2008《坛经·行由品》,zh-Hans-modern,何期自性，本自清净。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-shenxiu-concentrate-mind-quiet-thought,shenxiu,src-shenxiu-datongbei,《唐文粹》卷六十三〈荊州玉泉寺大通禪師碑銘並序〉“开法大略”段,zh-Latn-classical,其開法大略，則專念以息想，極力以攝心。其入也品均凡聖，其到也行無前後。,2026-07-17,locator-reviewed,codex-medieval-source-review-2,codex-medieval-source-review-2
ex-rel-shun-textual-image-jikang-music-1,shun,src-shangshu-yushu-ctext,《尚书·舜典》命夔典乐段,zh-Hans-modern,命汝典乐，教胄子：直而温，宽而栗，刚而无虐，简而无傲。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-shun-textual-image-balanced-character-music-education,shun,src-shangshu-yushu-ctext,《尚书·虞书·舜典》第十六节，命夔典乐段,lzh,命汝典乐，教胄子：直而温，宽而栗，刚而无虐，简而无傲。,2026-07-17,locator-reviewed,legendary-founders-2026-07-15-a,legendary-founders-2026-07-15-a
ex-ultimate-ap-cc-05-shun-music-lizehou-aesthetic-1,shun,src-shangshu-yushu-ctext,《尚书·虞书·舜典》第十六节，命夔典乐段,zh-Hans-modern,命汝典乐，教胄子：直而温，宽而栗，刚而无虐，简而无傲。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-density-c-cfbcc727fe3b49-1,sima-qian,src-bodhidharma-two-entrances-critical-study,PDF第141页，《二入四行论》本文开篇“夫入道多途”至“四行”目录,zh-Hans-modern,夫入道多途，要而言之，不出二種：一是理入，二是行入。……行入者，所謂四行。,2026-07-17,locator-reviewed,density-low-degree-agent-2026-07-17,density-low-degree-agent-2026-07-17
ex-rel-simaqian-death-vs-jikang-longevity-1,sima-qian,src-hanshu-simaqian-ctext,《汉书·司马迁传》所录《报任安书》“人固有一死”段,zh-Hans-modern,人固有一死，或重于泰山，或轻于鸿毛，用之所趋异也。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-sima-qian-death-value-by-purpose,sima-qian,src-hanshu-simaqian-ctext,《汉书·司马迁传》所录《报任安书》“人固有一死”段,lzh,人固有一死，或重于泰山，或轻于鸿毛，用之所趋异也。,2026-07-17,locator-reviewed,classical-2-2026-07-14-a,classical-2-2026-07-14-a
ex-ultimate-qh-cc-07-simaqian-death-tang-spirit-1,sima-qian,src-hanshu-simaqian-ctext,《汉书·司马迁传》所录《报任安书》“人固有一死”段,zh-Hans-modern,人固有一死，或重于泰山，或轻于鸿毛，用之所趋异也。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-ultimate-qh-cc-08-simaqian-death-wangruoshui-human-1,sima-qian,src-hanshu-simaqian-ctext,《汉书·司马迁传》所录《报任安书》“人固有一死”段,zh-Hans-modern,人固有一死，或重于泰山，或轻于鸿毛，用之所趋异也。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-ultimate-qh-lq-02-simaqian-purpose-tan-ren-1,sima-qian,src-hanshu-simaqian-ctext,《汉书·司马迁传》所录《报任安书》“人固有一死”段,zh-Hans-modern,人固有一死，或重于泰山，或轻于鸿毛，用之所趋异也。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-ultimate-qh-sq-04-simaqian-purpose-zhangshi-rightness-1,sima-qian,src-hanshu-simaqian-ctext,《汉书·司马迁传》所录《报任安书》“人固有一死”段,zh-Hans-modern,人固有一死，或重于泰山，或轻于鸿毛，用之所趋异也。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-density-c-c933bc92fd9d5f-1,sima-tan,src-qianmu-political-institutions-ntu,论文摘要，第2—4句,zh-Hans-modern,he never opposed the use of either modern or western approaches,2026-07-17,locator-reviewed,density-low-degree-agent-2026-07-17,density-low-degree-agent-2026-07-17
ex-rel-simatan-six-schools-liuan-synthesis-1,sima-tan,src-shiji-taishigongzixu-ctext,《史记·太史公自序》所录《论六家要旨》总评及道家段,zh-Hans-modern,《易大传》：天下一致而百虑，同归而殊涂。夫阴阳、儒、墨、名、法、道德，此务为治者也。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-sima-tan-six-schools-shared-governance,sima-tan,src-shiji-taishigongzixu-ctext,《史记·太史公自序》所录《论六家要旨》开篇,zh-Hant,夫阴阳、儒、墨、名、法、道德，此务为治者也，直所从言之异路，有省不省耳。,2026-07-17,locator-reviewed,classical-2026-07-14-a,classical-2026-07-14-a
ex-ultimate-qh-cc-05-simatan-six-schools-zhang-harmony-1,sima-tan,src-shiji-taishigongzixu-ctext,《史记·太史公自序》所录《论六家要旨》开篇,zh-Hans-modern,夫阴阳、儒、墨、名、法、道德，此务为治者也，直所从言之异路，有省不省耳。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-ultimate-qh-cc-06-simatan-six-schools-zhang-synthesis-1,sima-tan,src-shiji-taishigongzixu-ctext,《史记·太史公自序》所录《论六家要旨》开篇,zh-Hans-modern,夫阴阳、儒、墨、名、法、道德，此务为治者也，直所从言之异路，有省不省耳。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-ultimate-qh-lq-01-simatan-schools-liang-renewal-1,sima-tan,src-shiji-taishigongzixu-ctext,《史记·太史公自序》所录《论六家要旨》开篇,zh-Hans-modern,夫阴阳、儒、墨、名、法、道德，此务为治者也，直所从言之异路，有省不省耳。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-ultimate-qh-sq-03-simatan-schools-zhang-history-1,sima-tan,src-shiji-taishigongzixu-ctext,《史记·太史公自序》所录《论六家要旨》开篇,zh-Hans-modern,夫阴阳、儒、墨、名、法、道德，此务为治者也，直所从言之异路，有省不省耳。,2026-07-17,locator-reviewed,codex-ultimate-relation-coverage-2026-07-17,codex-ultimate-relation-coverage-2026-07-17
ex-density-c-4dce31419f8840-1,su-shi,iep-modern-chinese-philosophy,"section 3.c, paragraphs 3–4",zh-Hans-modern,Chinese culture came directly to the second stage and thus was in fact morally precocious,2026-07-17,locator-reviewed,density-low-degree-agent-2026-07-17,density-low-degree-agent-2026-07-17
ex-sq-density-sushi-yanyuan-practice-1,su-shi,su-shi-riyu,《东坡全集》卷四十九〈日喻〉末段,zh-Hans-modern,達者告之，雖有巧譬善導，亦無以過於槃與燭也。,2026-07-17,locator-reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass
ex-sq-density-sushi-zhuangzi-skill-1,su-shi,su-shi-riyu,《东坡全集》卷四十九〈日喻〉末段,zh-Hans-modern,故世之言道者，或即其所見而名之，或莫之見而意之，皆求道之過也。,2026-07-17,locator-reviewed,codex-song-qing-primary-and-comparative-pass,codex-song-qing-primary-and-comparative-pass
ex-su-shi-knowledge-requires-practice,su-shi,su-shi-riyu,《东坡全集》卷四十九〈日喻〉末段,lzh,道之難見也甚於日，而人之未達也，無以異於眇。達者告之，雖有巧譬善導，亦無以過於槃與燭也。自槃而之鐘，自鐘而之竹，轉而相之，豈有既乎？故世之言道者，或即其所見而名之，或莫之見而意之，皆求道之過也。,2026-07-17,locator-reviewed,codex-primary-source-pass,codex-primary-source-pass
ex-density-c-0e72e2e6172e3f-1,sun-bin,src-ruanji-daren,《大人先生傳》开篇及答君子书段,zh-Hans-modern,夫大人者，乃與造物同體，天地並生，逍遙浮世，與道俱成……養性延壽，與自然齊光。,2026-07-17,locator-reviewed,density-low-degree-agent-2026-07-17,density-low-degree-agent-2026-07-17
ex-sun-bin-war-neither-delight-nor-profit,sun-bin,src-sunbin-jianweiwang-ctext,银雀山汉简《孙膑兵法·见威王》开篇,lzh,是故兵者不可不察。然夫乐兵者亡，而利胜者辱。兵非所乐也，而胜非所利也。事备而后动。,2026-07-17,locator-reviewed,classical-2-2026-07-14-a,classical-2-2026-07-14-a
ex-density-xp-modern-internal-16-sun-yat-sen-livelihood-public-responsibility-wang-hui-depoliticization-naturalizes-power-1,sun-yat-sen,wang-hui-depoliticized-2006,"New Left Review II/41 (2006), pp. 39–45, especially “State and ideology”",zh-Hans-modern,De-naturalization must be used to combat depoliticization.,2026-07-17,locator-reviewed,codex-cross-period-density-2026-07-17,codex-cross-period-density-2026-07-17
ex-density-xp-modern-internal-17-sun-yat-sen-livelihood-public-responsibility-zhao-tingyang-world-as-political-unit-1,sun-yat-sen,zhao-tingyang-tianxia-2009,"Diogenes 56.1 (2009), abstract, pp. 5–6",zh-Hans-modern,rethink all problems in the world as problems of the world,2026-07-17,locator-reviewed,codex-cross-period-density-2026-07-17,codex-cross-period-density-2026-07-17
ex-density-xp-modern-internal-18-sun-yat-sen-livelihood-public-responsibility-jiang-qing-triple-political-legitimacy-1,sun-yat-sen,jiang-qing-humane-authority-2013,"A Confucian Constitutional Order, chap. 1, section “Threefold Legitimacy”",zh-Hans-modern,"three kinds of legitimacy—that of heaven, earth, and the human",2026-07-17,locator-reviewed,codex-cross-period-density-2026-07-17,codex-cross-period-density-2026-07-17
ex-modern-rel-sun-jiangqing-legitimacy-contrast-1,sun-yat-sen,iep-modern-chinese-expansion,"section 3.b, discussion of popular sovereignty",zh-Hans-modern,The Principle of People’s Sovereignty accepts the Western idea of democracy,2026-07-17,locator-reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17
ex-sun-yat-sen-livelihood-public-responsibility,sun-yat-sen,iep-modern-chinese-expansion,"section 3.b, paragraph ending with the third Principle",en,"takes people’s livelihood in food, clothing, housing, and transportation to be of primary importance",2026-07-17,locator-reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17
ex-sun-yat-sen-popular-sovereignty,sun-yat-sen,sunyatsen-sanmin-primary,《三民主义》‘民权主义’开篇,zh,民权者，民众之主权也。,2026-07-17,locator-reviewed,modern-primary-batch,modern-primary-batch
ex-density-c-1a74df3d684b0d-1,sunzi,src-sengzhao-zhaolun-cbeta,"T45, no. 1858, p. 152a-b，〈不真空論〉“万物果有其所以不有”段",zh-Hans-modern,然則萬物果有其所以不有，有其所以不無。有其所以不有，故雖有而非有；有其所以不無，故雖無而非無。,2026-07-17,locator-reviewed,density-low-degree-agent-2026-07-17,density-low-degree-agent-2026-07-17
ex-rel-sunbin-sunzi-preparation-before-war-1,sunzi,src-sunbin-jianweiwang-ctext,银雀山汉简《孙膑兵法·见威王》开篇,zh-Hans-modern,兵非所乐也，而胜非所利也。事备而后动。,2026-07-17,locator-reviewed,codex-han-tang-expansion-2026-07-17,codex-han-tang-expansion-2026-07-17
ex-sunzi-victory-before-battle,sunzi,src-sunzi-junxing-ctext,《孙子兵法·军形》第四篇，胜兵先胜段,lzh,是故胜兵先胜，而后求战；败兵先战，而后求胜。,2026-07-17,locator-reviewed,classical-2-2026-07-14-a,classical-2-2026-07-14-a
ex-modern-density-tan-hezhen-equality-barriers-1,tan-sitong,src-hezhen-birth-chinese-feminism-cup,"publisher description, paragraphs 1–3; table of six translated essays",zh-Hans-modern,"patriarchy, imperialism, capitalism, and gender subjugation",2026-07-17,locator-reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17
ex-modern-density-tan-huang-self-other-continuity-1,tan-sitong,huang-yong-egoism-altruism-2018,"Frontiers of Philosophy in China 13.2 (2018), abstract and pp. 226–230",zh-Hans-modern,the Confucian ideal of a virtuous person is to be in one body with others,2026-07-17,locator-reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17
ex-tan-sitong-ren-as-communication,tan-sitong,wikisource-renxue,《仁学·仁学界说二十七界说》第1、7条,zh,仁以通为第一义。……通之象为平等。,2026-07-17,locator-reviewed,modern-primary-batch,modern-primary-batch
ex-modern-rel-tang-xu-moral-knowledge-distinction-1,tang-junyi,sep-modern-confucianism-expansion-2023,sections 3.1–3.2,zh-Hans-modern,"empirical knowledge is useful, but it must be controlled by moral knowledge",2026-07-17,locator-reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17
ex-tang-junyi-affective-connection-mind-world,tang-junyi,sep-modern-confucianism-expansion-2023,"section 3.2, paragraphs 6–9",en,mind and world are essentially connected and interdependent,2026-07-17,locator-reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17
ex-tang-junyi-human-spirit-intrinsic-value,tang-junyi,sep-modern-confucianism-2023,"section 4, paragraphs 2–4",en,it directly reveals the value of the human spirit itself,2026-07-17,locator-reviewed,modern-confucian-source-pass,modern-confucian-source-pass
ex-tang-zhen-emperors-as-predatory-power,tang-zhen,src-tangzhen-qianshu-shiyu,《潜书·室语》开篇,lzh,自秦以来，凡为帝王者皆贼也。,2026-07-17,locator-reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17
ex-ultimate-rel-guxiancheng-tangzhen-public-critique-2,tang-zhen,src-tangzhen-qianshu-shiyu,《潜书·室语》开篇,lzh,自秦以来，凡为帝王者皆贼也。,2026-07-17,locator-reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17
ex-ultimate-rel-tangzhen-fengguifen-institutional-reform-1,tang-zhen,src-tangzhen-qianshu-shiyu,《潜书·室语》开篇,lzh,自秦以来，凡为帝王者皆贼也。,2026-07-17,locator-reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17
ex-ultimate-rel-tangzhen-guyanwu-public-responsibility-1,tang-zhen,src-tangzhen-qianshu-shiyu,《潜书·室语》开篇,lzh,自秦以来，凡为帝王者皆贼也。,2026-07-17,locator-reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17
ex-modern-density-tu-robin-cosmic-relationality-1,tu-weiming,robin-wang-yinyang-2012,"Yinyang, Introduction pp. 6–12 and chapter 2 pp. 41–82",zh-Hans-modern,a philosophical and cultural paradigm,2026-07-17,locator-reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17
